Concentration Factor (CF),Gypsum (g)
1.00707E0,0.0
1.01424E0,0.0
1.02152E0,0.0
1.02890E0,0.0
1.03639E0,0.0
1.04399E0,0.0
1.05170E0,0.0
1.05953E0,0.13798249499983356
1.06747E0,0.5973553572514596
1.07554E0,1.0573650543760496
1.08373E0,1.5180194904491267
1.09205E0,1.9793267282299958
1.10050E0,2.4412949920578697
1.10908E0,2.9039326715205944
1.11779E0,3.3672483251781946
