Time (s),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
4.73E1,3.584E-13,3.560E-13,2.191E-12,3.021E-15,2.587E-12,4.986E-13,
4.81E1,4.845E-7,5.908E-7,3.636E-6,4.099E-9,4.292E-6,7.162E-7,1.535E-10
4.89E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
4.97E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.05E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.13E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.22E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.30E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.38E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.46E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.54E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.62E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.70E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.79E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.87E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
5.95E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.03E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.11E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.19E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.27E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.36E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.44E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.52E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.60E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.68E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.76E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.85E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
6.93E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
7.01E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
7.09E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
7.17E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
7.25E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
7.33E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
7.42E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
7.50E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
7.58E1,1.814E-2,5.190E-1,3.194E0,1.299E-4,3.770E0,2.182E-1,1.348E-4
