Time (s),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw)
75.0,1.660e-16,3.352e-15,3.705e-12,2.081e-8,2.128e-8,2.947e-9,5.755e-10,2.294e-10,2.018e-9,2.823e-12,2.387e-15,9.789e-13
78.9,3.789e-16,7.652e-15,8.459e-12,4.751e-8,4.858e-8,6.728e-9,1.314e-9,5.238e-10,4.608e-9,6.445e-12,5.450e-15,2.235e-12
