Time (s),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
4.73E1,4.241E-14,3.537E-14,2.177E-13,3.579E-16,2.570E-13,5.639E-14,
4.81E1,4.452E-8,3.781E-8,2.327E-7,3.771E-10,2.747E-7,5.947E-8,9.824E-12
4.89E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
4.97E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.05E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.13E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.22E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.30E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.38E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.46E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.54E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.62E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.70E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.79E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.87E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
5.95E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.03E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.11E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.19E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.27E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.36E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.44E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.52E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.60E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.68E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.76E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.85E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
6.93E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
7.01E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
7.09E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
7.17E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
7.25E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
7.33E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
7.42E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
7.50E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
7.58E1,2.208E-2,1.916E-2,1.179E-1,1.878E-4,1.392E-1,2.965E-2,4.977E-6
