,Ca(mol/kgw),Cl(mol/kgw),Fe(mol/kgw),Mg(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Sr(mol/kgw)
Concentration (molal),0.04478032461718967,0.2496076067790395,8.92714524934695e-06,0.034358297479475115,0.2114374303914673,0.05838540617009958,0.00036984738927331673
