Time (s),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw)
75.0,1.665e-16,3.362e-15,3.716e-12,2.087e-8,2.135e-8,2.956e-9,5.772e-10,2.301e-10,2.024e-9,2.832e-12,2.394e-15,9.819e-13
78.9,3.801e-16,7.675e-15,8.484e-12,4.765e-8,4.873e-8,6.749e-9,1.318e-9,5.254e-10,4.621e-9,6.464e-12,5.466e-15,2.242e-12
