Time (s),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
4.73E1,3.651E-14,2.801E-14,1.724E-13,3.015E-16,2.035E-13,4.760E-14,
4.81E1,3.755E-8,2.881E-8,1.773E-7,3.101E-10,2.093E-7,4.896E-8,7.486E-12
4.89E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
4.97E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.05E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.13E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.22E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.30E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.38E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.46E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.54E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.62E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.70E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.79E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.87E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
5.95E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.03E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.11E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.19E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.27E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.36E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.44E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.52E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.60E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.68E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.76E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.85E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
6.93E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
7.01E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
7.09E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
7.17E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
7.25E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
7.33E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
7.42E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
7.50E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
7.58E1,1.851E-2,1.420E-2,8.738E-2,1.528E-4,1.032E-1,2.413E-2,3.689E-6
