,variable,value
0,cell_meters,0.08466666666666667
1,feed_cubic_meters,0.013210735175136622
2,feed_kg,13.171724160465171
3,feed_moles,731.1409835231815
4,Reynold's number,41.35236216247399
5,feed_kg_cell,1.0976436800387643
6,feed_moles_cell,60.928415293598455
7,module 0,"{'cf': 3.2070414520154795, 'permeate (moles/cell)': -0.36620166331517484}"
8,described_minerals,"{'Halite': {'formula': 'NaCl', 'mass': '58.44'}, 'Hydrohalite': {'formula': 'NaCl:2H2O', 'mass': '94.47'}, 'Sylvite': {'formula': 'KCl', 'mass': '74.55'}, 'Bischofite': {'formula': 'MgCl2:6H2O', 'mass': '203.3'}, 'Antarcticite': {'formula': 'CaCl2:6H2O', 'mass': '219.1'}, 'Tachyhydrite': {'formula': 'CaCl2:(MgCl2)2:12H2O', 'mass': '517.6'}, 'Carnallite': {'formula': 'KCl:MgCl2:6H2O', 'mass': '277.9'}, 'Thenardite': {'formula': 'Na2SO4', 'mass': '142.0'}, 'Mirabilite': {'formula': 'Na2SO4:10H2O', 'mass': '322.2'}, 'Arcanite': {'formula': 'K2SO4', 'mass': '174.3'}, 'Kieserite': {'formula': 'MgSO4:H2O', 'mass': '138.4'}, 'Starkeyite': {'formula': 'MgSO4:4H2O', 'mass': '192.4'}, 'Pentahydrite': {'formula': 'MgSO4:5H2O', 'mass': '210.4'}, 'Hexahydrite': {'formula': 'MgSO4:6H2O', 'mass': '228.5'}, 'Epsomite': {'formula': 'MgSO4:7H2O', 'mass': '246.5'}, 'Meridianiite': {'formula': 'MgSO4:11H2O', 'mass': '318.5'}, 'Anhydrite': {'formula': 'CaSO4', 'mass': '136.1'}, 'Bassanite': {'formula': 'CaSO4:0.5H2O', 'mass': '145.1'}, 'Gypsum': {'formula': 'CaSO4:2H2O', 'mass': '172.2'}, 'Glaserite': {'formula': 'Na2SO4:3K2SO4', 'mass': '664.8'}, 'Bloedite': {'formula': 'Na2SO4:MgSO4:4H2O', 'mass': '334.5'}, 'Glauberite': {'formula': 'Na2SO4:CaSO4', 'mass': '278.2'}, 'Labile_Salt': {'formula': 'Na4(SO4)2:CaSO4:2H2O', 'mass': '456.3'}, 'Leonite': {'formula': 'K2SO4:MgSO4:4H2O', 'mass': '366.7'}, 'Picromerite': {'formula': 'K2SO4:MgSO4:6H2O', 'mass': '402.7'}, 'Langbeinite': {'formula': 'K2SO4:2MgSO4', 'mass': '415.0'}, 'Syngenite': {'formula': 'K2SO4:CaSO4:H2O', 'mass': '328.4'}, 'Kainite': {'formula': 'KCl:MgSO4:2.75H2O', 'mass': '244.5'}, 'Polyhalite': {'formula': 'K2SO4:MgSO4:Ca2(SO4)2:2H2O', 'mass': '602.9'}}"
9,simulation_path,C:\Users\Andrew Freiburger\Dropbox\My PC (DESKTOP-M302P50)\Documents\UVic Civil Engineering\PHREEQC\ROSS\examples\sensitivity_analyses\coarse_timestep\ColdChem_coarse
10,run_time (s),1.7734221999999136
11,initial_solution_mass,13.171724160465171
12,final_solution_mass,4.346972771612755
13,simulation_cf,3.030091250279071
14,final_time,203.82277127353643
15,precipitated_minerals,{}
