Time (s),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
4.73E1,3.767E-14,2.890E-14,1.779E-13,3.111E-16,2.100E-13,4.911E-14,
4.81E1,3.874E-8,2.973E-8,1.829E-7,3.200E-10,2.160E-7,5.052E-8,7.724E-12
4.89E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
4.97E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.05E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.13E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.22E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.30E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.38E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.46E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.54E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.62E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.70E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.79E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.87E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
5.95E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.03E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.11E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.19E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.27E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.36E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.44E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.52E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.60E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.68E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.76E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.85E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
6.93E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
7.01E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
7.09E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
7.17E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
7.25E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
7.33E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
7.42E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
7.50E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
7.58E1,1.909E-2,1.465E-2,9.016E-2,1.577E-4,1.064E-1,2.490E-2,3.807E-6
