,Ca(mol/kgw),Cl(mol/kgw),Fe(mol/kgw),Mg(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Sr(mol/kgw)
Concentration (molal),0.0,0.0,0.0,0.0,0.0,0.0,0.0
