Time (s),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw)
43.40962673305856,1.2359027510498578e-14,2.495540729465323e-13,2.7587306008666747e-10,1.549398748526114e-06,1.584526888456214e-06,2.190864196282508e-07,4.250489534303958e-08,1.7082221088534552e-08,1.5026918222638722e-07,2.101892792771486e-10,1.7773091739684762e-13,7.28867390076898e-11
47.355956436063884,6.554211818770745e-09,1.323429576427746e-07,0.00014630038402081832,0.8216736778808651,0.8403027544570618,0.11522028499471283,0.02157596609800068,0.009059005269974262,0.07969041652407995,0.00011146710833407272,9.425386248058601e-08,3.865313236257353e-05
51.30228613906921,6.5542238514911135e-09,1.3234320060803952e-07,0.00014630065261018825,0.8216751863718822,0.8403042971487522,0.1152203280472211,0.021575837231147383,0.00905902190118496,0.07969056282580604,0.0001114673129738662,9.425403551899743e-08,3.8653203324933e-05
55.248615842074535,6.5542238591583036e-09,1.3234320076285309e-07,0.0001463006527813281,0.8216751873330537,0.8403042981317124,0.115220295768791,0.021575804843174673,0.009059021911781906,0.07969056291902542,0.00011146731310425838,9.425403562926205e-08,3.865320337014789e-05
59.194945545079854,6.554223932891843e-09,1.3234320225168234e-07,0.0001463006544271736,0.8216751965766934,0.8403043075849244,0.11521998484812099,0.02157549286902675,0.009059022013693702,0.07969056381552488,0.00011146731435823903,9.425403668960813e-08,3.8653203804987e-05
63.14127524808518,6.5542240711877704e-09,1.3234320504415923e-07,0.00014630065751412635,0.8216752139141015,0.8403043253154625,0.1152194016847721,0.02157490772978035,0.009059022204840242,0.07969056549701976,0.00011146731671022625,9.425403867840232e-08,3.8653204620575404e-05
67.08760495109051,6.5542242925795164e-09,1.3234320951451058e-07,0.0001463006624559391,0.8216752416690193,0.8403043536997228,0.11521846811517607,0.021573970997062767,0.009059022510840675,0.0796905681888517,0.00011146732047541215,9.425404186217115e-08,3.8653205926225735e-05
71.03393465409583,6.554224606469493e-09,1.3234321585260007e-07,0.00014630066946238733,0.8216752810203157,0.840304393943065,0.11521714448697919,0.021572642884037097,0.009059022944690166,0.07969057200533344,0.000111467325813741,9.425404637605888e-08,3.865320777737985e-05
74.98026435710115,6.554225010484145e-09,1.3234322401048127e-07,0.00014630067848061005,0.8216753316697918,0.8403044457408972,0.11521544083269293,0.02157093345734332,0.009059023503104155,0.07969057691760799,0.00011146733268479148,9.425405218606002e-08,3.8653210160031295e-05
78.92659406010648,6.5542254908905166e-09,1.3234323371087318e-07,0.00014630068920403933,0.8216753918962724,0.8403045073329775,0.11521341504368442,0.021568900804528106,0.009059024167106163,0.07969058275871797,0.00011146734085502318,9.425405909462763e-08,3.865321299321027e-05
