time (sec),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
171.9,0.19726141277456863,0.1513514330089022,0.9314011586509348,0.0016292114705326675,1.0995442658003671,0.2571930374597027,3.93248887545388e-05
172.8,0.1975192916894794,0.15154929402371764,0.9326187749944962,0.0016313413310070934,1.1009816948351905,0.25752926470502174,3.9376297996208185e-05
173.6,0.19776391383379194,0.15173698360561608,0.9337737973855872,0.0016333617018331513,1.102345230015713,0.25784820753039717,3.942506444514033e-05
174.4,0.1979958883271265,0.1519149691096982,0.9348691018794494,0.0016352776138207595,1.1036382666029558,0.258150660117129,3.9471309531882495e-05
175.2,0.19821580182578324,0.15208370065578422,0.9359074584671808,0.001637093912251926,1.1048640746463498,0.25843738735842964,3.951515020882485e-05
176.0,0.19842421889984235,0.1522436114177501,0.9368915328562806,0.0016388152599952643,1.1060258010857147,0.2587091253510949,3.955669902537735e-05
176.8,0.19862168244746703,0.15239511794140573,0.9378238884268386,0.0016404461409277886,1.1071264720605967,0.258966581935679,3.959606421056241e-05
177.6,0.19880871414116008,0.1525386204868918,0.9387069883386113,0.001641990863620613,1.1081689953977256,0.2592104372783301,3.963334976197832e-05
178.5,0.19898581490111936,0.1526745033918684,0.9395431977660449,0.0016434535652484713,1.109156163249523,0.25944134448796374,3.966865554016414e-05
179.3,0.19915346539120948,0.15280313545205498,0.9403347862400836,0.0016448382156860127,1.1100906548586675,0.2596599302629162,3.9702077367474515e-05
180.1,0.1993121265334254,0.1529248703159607,0.9410839300772934,0.001646148621756835,1.1109750394257436,0.25986679556171516,3.973370713063918e-05
180.9,0.199462240037069,0.15304004689090037,0.9417927148784483,0.0016473884316040297,1.111811779058888,0.26006251629302457,3.9763632886257445e-05
181.7,0.19960422893918242,0.1531489897576506,0.9424631380802788,0.0016485611391537165,1.1126032317861996,0.2602476440202777,3.9791938968535336e-05
182.5,0.19973849815309702,0.15325200959133115,0.9430971115455304,0.0016496700886455787,1.1133516546133728,0.2604227066768807,3.981870609864119e-05
183.4,0.19986543502224605,0.1533494035863238,0.943696464177875,0.0016507184792068793,1.1140592066106718,0.2605882092882849,3.9844011495110575e-05
184.2,0.1999854098766619,0.15344145588325328,0.9442629445495064,0.001651709369448669,1.1147279520148763,0.26074463469755943,3.986792898478649e-05
185.0,0.20009877658984573,0.15352843799625296,0.9447982235304877,0.0016526456820650463,1.1153598633333002,0.26089244429144676,3.989052911383308e-05
185.8,0.20020587313393062,0.1536106092389208,0.9453038969100402,0.0016535302084183404,1.1159568244382907,0.2610320787241954,3.991187925841089e-05
186.6,0.20030702213129137,0.15368821714754904,0.9457814880010588,0.0016543656130949243,1.1165206336419315,0.26116395863675657,3.99320437346411e-05
187.4,0.20040253140095887,0.1537614979003684,0.9462324502200936,0.0016551544384181597,1.1170530067417814,0.2612884853692129,3.995108390753688e-05
188.2,0.20049269449839996,0.15383067673170064,0.9466581696360055,0.0016558991089064745,1.1175555800296284,0.26140604166454956,3.996905829860988e-05
189.1,0.2005777912473925,0.15389596834004776,0.947059967481303,0.0016566019356662632,1.118029913256195,0.26151699236212683,3.998602269190207e-05
189.9,0.20065808826290718,0.1539575772892791,0.9474391026210066,0.0016572651207103818,1.1184774925456933,0.2616216850794187,4.000203023822449e-05
190.7,0.200733839464044,0.15401569840218887,0.9477967739745635,0.0016578907611946002,1.1188997332549664,0.261720450880791,4.0017131557412994e-05
191.5,0.20080528657622676,0.1540705171458119,0.948134122887039,0.0016584808535652946,1.1192979827727418,0.2618136049322726,4.003137483844322e-05
192.3,0.2008726596219801,0.1541222100079782,0.9484522354463939,0.001659037297612855,1.1196735232552413,0.2619014471414373,4.0044805937268885e-05
193.1,0.20093617739972958,0.15417094486467964,0.9487521447442231,0.0016595619004261643,1.1200275742950399,0.26198426278167364,4.005746847227221e-05
193.9,0.20099604795018133,0.15421688133790454,0.9490348330778334,0.0016600563802444783,1.1203612955206843,0.26206232310025934,4.006940391723946e-05
194.8,0.20105246900992418,0.1542601711436712,0.949301234092003,0.001660522370203817,1.1206757891250936,0.26213588590977466,4.0080651691787566e-05
195.6,0.20110562845199284,0.15430095843005526,0.9495522348591695,0.0016609614219756407,1.1209721023212789,0.26220519616251886,4.009124924919286e-05
196.4,0.20115570471320637,0.1543393801050706,0.9497886778971756,0.00166137500929628,1.1212512297243475,0.26227048650767876,4.010123216158247e-05
197.2,0.20120286720816838,0.15437556615431686,0.9500113631240377,0.0016617645313862547,1.1215141156591588,0.26233197783111334,4.011063420246699e-05
198.0,0.20124727672987938,0.15440963994835483,0.9502210497495037,0.0016621313162589768,1.1217616563933588,0.26238987977767764,4.0119487426604876e-05
198.8,0.20128908583696936,0.15444171853981437,0.9504184581034248,0.0016624766239189456,1.1219947022958257,0.2624443912561024,4.0127822247197566e-05
199.6,0.20132843922760432,0.15447191295028131,0.9506042714012256,0.0016628016494499374,1.122214059920851,0.2624957009265035,4.0135667510430666e-05
200.5,0.20136547410017455,0.15450032844703865,0.9507791374469424,0.0016631075259939407,1.1224204940186255,0.26254398767065057,4.014305056737748e-05
201.3,0.2014003205009006,0.1545270648097725,0.9509436702745065,0.0016633953276221222,1.1226147294728173,0.26258942104518523,4.0149997343297106e-05
202.1,0.20143310165853623,0.15455221658737697,0.9510984517280919,0.0016636660720991548,1.1227974531662148,0.26263216171800946,4.0156532404357444e-05
202.9,0.20146393430637086,0.15457587334501552,0.9512440329825061,0.0016639207235427218,1.1229693157755896,0.2626723618881208,4.0162679021828734e-05
203.7,0.20149292899176408,0.15459811990161454,0.951380936004703,0.0016641601949799664,1.1231309334970514,0.2627101656891888,4.0168459233790195e-05
204.5,0.20152019037346222,0.15461903655798429,0.9515096549576115,0.0016643853508031136,1.1232828897033085,0.26274570957720045,4.017389390440092e-05
205.4,0.20154581750696968,0.1546386993157729,0.9516306575475635,0.0016645970091263655,1.1234257365343367,0.262779122702534,4.0179002780790846e-05
206.2,0.20156990411825834,0.1546571800874745,0.9517443863166529,0.0016647959440465221,1.1235599964230516,0.2628105272668261,4.01838045476245e-05
207.0,0.20159253886611445,0.1546745468977178,0.9518512598814511,0.0016649828878097432,1.1236861635576412,0.26284003886502316,4.0188316879402786e-05
207.8,0.20161380559342884,0.15469086407607166,0.9519516741195118,0.0016651585328869855,1.123804705282267,0.2628677668130199,4.0192556490556866e-05
208.6,0.20163378356774497,0.1547061924416095,0.95204600330516,0.0016653235339607311,1.1239160634378955,0.26289381446128857,4.0196539183403626e-05
209.4,0.201652547711387,0.15472058947947703,0.9521346011960733,0.001665478509825641,1.1240206556450358,0.26291827949492613,4.020027989402185e-05
210.2,0.20167016882148717,0.15473410950971245,0.9522178020721809,0.0016656240452058092,1.1241188765301884,0.2629412542205282,4.020379273611658e-05
211.1,0.20168671378024072,0.15474680384856632,0.9522959217284132,0.001665760692491273,1.1242110988978111,0.26296282584032393,4.020709104293363e-05
211.9,0.20170224575571194,0.15475872096257312,0.9523692584228415,0.0016658889733965165,1.1242976748496263,0.2629830767139907,4.0210187407290996e-05
212.7,0.20171682439351551,0.15476990661562084,0.952438093781728,0.0016660093805435715,1.1243789368530557,0.2630020846085722,4.02130937197918e-05
213.5,0.20173050599969505,0.15478040400926768,0.9525026936630205,0.0016661223789724649,1.124455198760599,0.2630199229369171,4.021582120528158e-05
214.3,0.20174334371511804,0.15479025391654844,0.9525633089797819,0.0016662284075815554,1.1245267567819157,0.26303666098506073,4.021838045761476e-05
215.1,0.2017553876817001,0.15479949480951244,0.9526201764850497,0.0016663278805004206,1.1245938904103714,0.2630523641289499,4.0220781472792284e-05
215.9,0.20176668520077168,0.15480816298073236,0.952673519519584,0.0016664211883978064,1.1246568633057754,0.2630670940409233,4.0223033680532685e-05
216.8,0.20177728088388622,0.1548162926590137,0.9527235487239357,0.0016665086997271984,1.1247159241349969,0.2630809088863413,4.022514597433583e-05
217.6,0.20178721679637338,0.154823916119538,0.9527704627162531,0.001666590761912437,1.1247713073721337,0.26309386351074926,4.0227126740101175e-05
218.4,0.2017965325939243,0.15483106378865974,0.9528144487371941,0.001666667702475795,1.1248232340598474,0.2631060096179623,4.022898388335697e-05
219.2,0.20180526565249646,0.15483776434357777,0.9528556832632921,0.0016667398301108952,1.1248719125334605,0.2631173959394381,4.0230724855156894e-05
220.0,0.2018134511918151,0.154844044807093,0.9528943325900858,0.0016668074357027017,1.1249175391093553,0.263128068395298,4.023235667670071e-05
220.8,0.20182112239274028,0.15484993063766,0.9529305533862873,0.0016668707932969012,1.1249602987391845,0.2631380702473546,4.023388596273189e-05
221.7,0.20182831050876288,0.15485544581493377,0.952964493220228,0.0016669301610207315,1.125000365631356,0.26314744224448033,4.023531894376448e-05
222.5,0.20183504497188268,0.15486061292100614,0.9529962910597798,0.0016669857819574833,1.125037903841202,0.26315622276065537,4.02366614871911e-05
223.3,0.2018413534931179,0.15486545321752293,0.9530260777469254,0.0016670378849765936,1.125073067831223,0.26316444792601135,4.023791911731905e-05
224.1,0.20184726215788143,0.15486998671886307,0.9530539764480946,0.0016670866855213818,1.1251060030027213,0.26317215175118713,4.023909703438491e-05
224.9,0.20185279551645843,0.15487423226155816,0.9530801030813663,0.0016671323863563202,1.1251368462001259,0.2631793662452938,4.024020013259058e-05
225.7,0.20185797666980418,0.15487820757012227,0.9531045667215777,0.0016671751782756513,1.1251657261892325,0.2631861215277785,4.0241233017208484e-05
226.5,0.20186282735088137,0.15488192931945885,0.9531274699843719,0.0016672152407751545,1.1251927641105834,0.2631924459344758,4.024220002079568e-05
227.4,0.20186736800173988,0.15488541319400184,0.9531489093901409,0.001667252742688776,1.125218073909112,0.26319836611810443,4.024310521856037e-05
228.2,0.20187161784654234,0.15488867394374453,0.9531689757088277,0.0016672878427917484,1.125241762741194,0.2632039071434785,4.02439524429199e-05
229.0,0.201875594960725,0.1548917254373051,0.9531877542864827,0.0016673206903717978,1.125263931360149,0.26320909257768327,4.02447452972882e-05
229.8,0.20187931633648032,0.1548945807121683,0.953205325354447,0.0016673514257699797,1.1252846744812466,0.26321394457544905,4.024548716912999e-05
230.6,0.2018827979447364,0.15489725202224028,0.9532217643219993,0.0016673801808925748,1.1253040811271797,0.2632184839599649,4.0246181242316627e-05
231.4,0.20188605479380628,0.15489975088284827,0.9532371420532787,0.0016674070796954788,1.1253222349549823,0.26322273029934345,4.0246830508818185e-05
232.2,0.2018891009848673,0.15490208811330725,0.9532515251292386,0.001667432238642427,1.125339214565271,0.2632267019789573,4.0247437779763554e-05
233.1,0.2018919497644291,0.1549042738771774,0.9532649760953834,0.0016674557671383157,1.1253550937947054,0.2632304162698483,4.024800569589962e-05
233.9,0.2018946135739397,0.15490631772032462,0.9532775536959889,0.0016674777679389259,1.125369941992493,0.26323388939340375,4.024853673748145e-05
234.7,0.2018971040966721,0.15490822860689493,0.9532893130954895,0.0016674983375381553,1.125383824281741,0.2632371365824888,4.024903323361829e-05
235.5,0.20189943230202997,0.15491001495330858,0.9533003060876688,0.0016675175665339416,1.125396801806412,0.2632401721392126,4.024949737110683e-05
236.3,0.2019016084874018,0.1549116846603735,0.9533105812932882,0.001667535539973955,1.1254089319646297,0.2632430094894983,4.024993120277451e-05
237.1,0.2019036423176918,0.15491324514361532,0.9533201843467296,0.0016675523376820903,1.1254202686290173,0.2632456612346254,4.02503366553603e-05
237.9,0.2019055428626437,0.15491470336191518,0.9533291580722315,0.0016675680345667077,1.1254308623547467,0.2632481391998905,4.025071553695582e-05
238.8,0.20190731863207376,0.1549160658445426,0.9533375426502465,0.0016675827009116578,1.1254407605759285,0.2632504544805485,4.0251069544028574e-05
239.6,0.20190897760912255,0.1549173387166676,0.9533453757744433,0.0016675964026508848,1.1254500077909593,0.26325261748516404,4.025140026805084e-05
240.4,0.2019105272816271,0.15491852772343265,0.9533526927998361,0.0016676092016275528,1.1254586457373894,0.2632546379765155,4.025170920175454e-05
241.2,0.20191197467171457,0.15491963825265775,0.9533595268825165,0.0016676211558384665,1.1254667135568823,0.2632565251101813,4.025199774503016e-05
242.0,0.20191332636371118,0.1549206753562547,0.9533659091114295,0.0016676323196645525,1.1254742479507776,0.26325828747092644,4.0252267210490544e-05
242.8,0.20191458853045588,0.1549216437704155,0.9533718686326145,0.0016676427440882125,1.1254812833267647,0.2632599331070107,4.025251882871698e-05
243.7,0.20191576695810307,0.1549225479346442,0.9533774327663226,0.0016676524768981594,1.1254878519371392,0.2632614695625282,4.025275375320372e-05
244.5,0.20191686706950035,0.15492339200969213,0.9533826271173907,0.0016676615628824997,1.1254939840091023,0.26326290390788654,4.025297306501785e-05
245.3,0.2019178939462113,0.15492417989445642,0.9533874756792303,0.0016676700440106259,1.125499707867526,0.2632642427685218,4.025317777719073e-05
246.1,0.20191885234926385,0.15492491524189914,0.9533920009317927,0.0016676779596045818,1.125505050050602,0.263265492351949,4.0253368838852956e-05
246.9,0.20191974673868998,0.15492560147403853,0.9533962239338294,0.0016676853465004383,1.1255100354187546,0.2632666584732391,4.025354713913076e-05
247.7,0.2019205812919243,0.15492624179606673,0.9534001644097613,0.0016676922392002455,1.1255146872571975,0.26326774657900853,4.025371351081304e-05
248.5,0.2019213599211236,0.15492683920963826,0.9534038408314616,0.0016676986700150953,1.125519027372476,0.26326876176999814,4.025386873380478e-05
249.4,0.20192208628947025,0.1549273965253778,0.9534072704952262,0.0016677046691997595,1.1255230761833361,0.263269708822332,4.02540135383766e-05
250.2,0.20192276382651045,0.1549279163746506,0.9534104695942064,0.00166771026507937,1.1255268528062303,0.2632705922075159,4.0254148608222974e-05
251.0,0.20192339574258836,0.15492840122063542,0.9534134532865505,0.00166771548416864,1.1255303751357628,0.26327141611125476,4.0254274583339516e-05
251.8,0.20192398504241973,0.15492885336874024,0.9534162357595037,0.0016677203512839665,1.1255336599203607,0.263272184451152,4.0254392062728926e-05
252.6,0.2019245345378601,0.15492927497639866,0.9534188302896892,0.00166772488964888,1.1255367228334368,0.26327290089335625,4.0254501606946054e-05
253.4,0.20192504685990748,0.15492966806227867,0.9534212492997826,0.0016677291209931876,1.1255395785402955,0.2632735688682105,4.0254603740491795e-05
254.2,0.20192552446998727,0.15493003451494156,0.9534235044117962,0.0016677330656461708,1.1255422407610371,0.26327419158496695,4.025469895406143e-05
255.1,0.20192596967055906,0.15493037610097987,0.9534256064971584,0.0016677367426241882,1.1255447223296768,0.263274772045614,4.025478770666e-05
255.9,0.20192638461508197,0.15493069447266383,0.9534275657237706,0.0016677401697129779,1.125547035249697,0.26327531305787155,4.025487042758836e-05
256.7,0.20192677131738035,0.15493099117512676,0.9534293916002247,0.0016677433635450183,1.1255491907462476,0.2632758172474002,4.0254947518311016e-05
257.5,0.20192713166043863,0.15493126765311346,0.9534310930173303,0.0016677463396721573,1.1255511993151708,0.26327628706926953,4.025501935420875e-05
258.3,0.20192746740466316,0.15493152525731893,0.9534326782871272,0.0016677491126338526,1.125553070769054,0.2632767248187295,4.0255086286225845e-05
259.1,0.20192778019563962,0.1549317652503406,0.9534341551795097,0.0016677516960212444,1.125554814280467,0.2632771326413249,4.0255148642417067e-05
260.0,0.20192807157141596,0.15493198881226625,0.9534355309566156,0.0016677541025373007,1.125556438422561,0.26327751254239035,4.0255206729398194e-05
260.8,0.20192834296933843,0.15493219704591876,0.9534368124051049,0.0016677563440532783,1.1255579512071712,0.2632778663959651,4.025526083371068e-05
261.6,0.2019285957324682,0.15493239098177977,0.9534380058664557,0.001667758431661719,1.1255593601205836,0.2632781959531565,4.025531122309924e-05
262.4,0.20192883111560148,0.15493257158260806,0.953439117265386,0.0016677603757261756,1.1255606721570883,0.2632785028499901,4.025535814771269e-05
263.2,0.2019290502909179,0.15493273974777402,0.9534401521365286,0.0016677621859278484,1.1255618938504692,0.2632787886147757,4.025540184122985e-05
264.0,0.20192925435327805,0.15493289631732426,0.9534411156494438,0.0016677638713093602,1.1255630313035323,0.2632790546750132,4.025544252191597e-05
264.8,0.20192944432519402,0.15493304207579406,0.9534420126320825,0.0016677654403157859,1.1255640902158042,0.26327930236387165,4.025548039361292e-05
265.7,0.20192962116148694,0.15493317775578308,0.9534428475927862,0.00166776690083314,1.125565075909504,0.2632795329262643,4.0255515646668634e-05
266.5,0.20192978575365678,0.15493330404130667,0.9534436247409148,0.001667768260224455,1.1255659933538948,0.2632797475245455,4.025554845880707e-05
267.3,0.2019299389339773,0.15493342157093737,0.9534443480061796,0.0016677695253635993,1.125566847188107,0.26327994724384857,4.025557899594543e-05
268.1,0.20193008147933314,0.15493353094075063,0.9534450210567664,0.0016677707026669841,1.125567641742533,0.2632801330970905,4.0255607412959116e-05
268.9,0.20193021411481693,0.15493363270708332,0.9534456473163149,0.0016677717981232563,1.125568381058873,0.26328030602965985,4.0255633854398303e-05
269.7,0.20193033751709957,0.15493372738911995,0.9534462299798337,0.001667772817321138,1.125569068908921,0.26328046692381274,4.0255658455160154e-05
270.5,0.2019304523175858,0.1549338154713142,0.9534467720286023,0.0016677737654754994,1.1255697088121563,0.26328061660278596,4.025568134111785e-05
271.4,0.20193055910537153,0.154933897405658,0.95344727624413,0.0016677746474517724,1.125570304052228,0.26328075583465405,4.0255702629710104e-05
272.2,0.201930658430013,0.15493397361380545,0.9534477452212348,0.001667775467788822,1.125570857692388,0.26328088533593846,4.025572243049332e-05
273.0,0.20193075080411932,0.1549340444890626,0.9534481813802808,0.001667776230720363,1.1255713725899417,0.26328100577498753,4.025574084565815e-05
273.8,0.20193083670577958,0.1549341103982498,0.9534485869786427,0.0016677769401950058,1.1255718514097812,0.2632811177751431,4.025575797051384e-05
274.6,0.20193091658083534,0.15493417168344478,0.953448964121432,0.0016677775998950207,1.125572296637047,0.26328122191770115,4.025577389394059e-05
275.4,0.20193099084500676,0.15493422866361448,0.9534493147715379,0.0016677782132539047,1.1255727105889837,0.2632813187446861,4.0255788698814185e-05
276.2,0.2019310598858832,0.15493428163614187,0.9534496407590259,0.0016677787834728163,1.1255730954260323,0.2632814087614437,4.02558024624022e-05
277.1,0.20193112406478464,0.1549343308782546,0.9534499437899248,0.0016677793135359492,1.1255734531622064,0.26328149243906906,4.0255815256734774e-05
277.9,0.20193118371850372,0.15493437664836096,0.9534502254544539,0.0016677798062249244,1.1255737856748032,0.26328157021667886,4.025582714895349e-05
278.7,0.2019312391609346,0.15493441918730097,0.9534504872347175,0.0016677802641322434,1.1255740947134858,0.2632816425035343,4.0255838201634234e-05
279.5,0.20193129068459773,0.15493445871951428,0.953450730511894,0.0016677806896738725,1.125574381908774,0.2632817096810287,4.0255848473092336e-05
280.3,0.20193133856206374,0.15493449545413462,0.9534509565729705,0.0016677810851010153,1.125574648779991,0.2632817721045442,4.025585801766566e-05
281.1,0.201931383047286,0.1549345295860109,0.9534511666170281,0.0016677814525111097,1.1255748967426835,0.2632818301051905,4.025586688598117e-05
282.0,0.20193142437684589,0.15493456129666347,0.9534513617611237,0.0016677817938581178,1.1255751271155678,0.26328188399142644,4.025587512520198e-05
282.8,0.20193146277111731,0.15493459075517707,0.9534515430457875,0.0016677821109621395,1.1255753411270175,0.2632819340505796,4.025588277926081e-05
283.6,0.2019314984353541,0.15493461811903547,0.9534517114401588,0.0016677824055183973,1.1255755399211287,0.2632819805502641,4.025588988907589e-05
284.4,0.20193153156070698,0.15493464353490158,0.9534518678467856,0.0016677826791056372,1.1255757245633828,0.2632820237397051,4.0255896492753697e-05
285.2,0.20193156232517334,0.15493466713934595,0.9534520131061098,0.0016677829331939612,1.1255758960459454,0.26328206385097896,4.0255902625779025e-05
286.0,0.20193159089448415,0.15493468905952834,0.9534521480006585,0.001667783169152168,1.1255760552926095,0.2632821011001689,4.0255908321190696e-05
286.8,0.20193161742293356,0.15493470941383272,0.953452273258955,0.001667783388254589,1.1255762031634176,0.2632821356884466,4.0255913609748205e-05
287.7,0.20193164205415257,0.1549347283124619,0.953452389559176,0.0016677835916875047,1.1255763404589743,0.2632821678030803,4.0255918520084916e-05
288.5,0.20193166492183157,0.15493474585799163,0.9534524975325622,0.0016677837805550838,1.1255764679244777,0.2632821976183783,4.025592307885247e-05
289.3,0.20193168615039583,0.15493476214588894,0.9534525977666081,0.0016677839558849653,1.1255765862534803,0.2632822252965688,4.0255927310855754e-05
290.1,0.20193170585563586,0.1549347772649955,0.9534526908080345,0.0016677841186334824,1.1255766960914018,0.263282250988621,4.0255931239177676e-05
290.9,0.2019317241452943,0.1549347912979782,0.953452777165568,0.0016677842696905035,1.1255767980388067,0.26328227483501226,4.0255934885297764e-05
291.7,0.2019317411196163,0.15493480432175163,0.953452857312531,0.0016677844098839652,1.1255768926544651,0.26328229696644334,4.025593826920002e-05
292.5,0.20193175687186107,0.15493481640787013,0.9534529316892622,0.0016677845399841063,1.1255769804582088,0.2632823175045078,4.0255941409475995e-05
293.4,0.20193177148878025,0.15493482762289504,0.9534530007053724,0.0016677846607074257,1.1255770619335945,0.26328233656231437,4.025594432342006e-05
294.2,0.2019317850510636,0.15493483802873662,0.9534530647418514,0.0016677847727203465,1.1255771375303902,0.263282354245067,4.0255947027118014e-05
295.0,0.20193179763375493,0.1549348476829734,0.9534531241530316,0.0016677848766426756,1.1255772076668957,0.26328237065061,4.025594953553024e-05
295.8,0.20193180930664115,0.15493485663914996,0.9534531792684212,0.0016677849730507852,1.1255772727321045,0.26328238586993236,4.0255951862569003e-05
296.6,0.20193182013461303,0.15493486494705477,0.9534532303944139,0.0016677850624806229,1.1255773330877221,0.2632823999876398,4.025595402117068e-05
297.4,0.20193183017800334,0.15493487265297917,0.9534532778158796,0.0016677851454304823,1.1255773890700456,0.26328241308239586,4.025595602336249e-05
298.3,0.2019318394929016,0.15493487979995815,0.9534533217976534,0.00166778522236362,1.1255774409917196,0.26328242522733036,4.0255957880326503e-05
299.1,0.2019318481314467,0.15493488642799652,0.9534533625859194,0.0016677852937106539,1.1255774891433714,0.2632824364904234,4.025595960245665e-05
299.9,0.2019318561421021,0.15493489257427773,0.9534534004095027,0.0016677853598718497,1.1255775337951353,0.2632824469348619,4.0255961199414394e-05
300.7,0.2019318635699084,0.15493489827336066,0.9534534354810724,0.0016677854212192112,1.1255775751980721,0.2632824566193717,4.025596268017856e-05
301.5,0.20193187045672312,0.15493490355736056,0.9534534679982649,0.001667785478098442,1.1255776135854976,0.26328246559852686,4.0255964053093947e-05
302.3,0.201931876841441,0.15493490845611993,0.9534534981447264,0.0016677855308307797,1.125577649174211,0.2632824739230387,4.025596532591407e-05
303.1,0.20193188276020047,0.15493491299736642,0.9534535260910912,0.001667785579714699,1.1255776821656511,0.2632824816400255,4.0255966505843627e-05
304.0,0.20193188824657549,0.15493491720686048,0.9534535519958842,0.0016677856250274894,1.1255777127469602,0.26328248879326155,4.0255967599575584e-05
304.8,0.20193189333175557,0.15493492110853213,0.9534535760063712,0.0016677856670267509,1.1255777410919898,0.2632824954234124,4.025596861332749e-05
305.6,0.20193189804471146,0.15493492472461,0.9534535982593427,0.0016677857059517562,1.1255777673622245,0.26328250156825017,4.025596955287503e-05
306.4,0.20193190241235098,0.1549349280757393,0.9534536188818473,0.0016677857420247407,1.1255777917076495,0.26328250726285857,4.025597042358211e-05
307.2,0.20193190645966375,0.15493493118109358,0.9534536379918785,0.0016677857754521055,1.125577814267558,0.26328251253981905,4.025597123043096e-05
308.0,0.2019319102098553,0.15493493405847775,0.9534536556990046,0.0016677858064254945,1.1255778351712997,0.2632825174293871,4.02559719780474e-05
308.8,0.20193191368447305,0.15493493672442432,0.9534536721049659,0.0016677858351228814,1.1255778545389803,0.2632825219596575,4.0255972670726874e-05
309.7,0.201931916903523,0.1549349391942831,0.9534536873042223,0.0016677858617094956,1.1255778724821137,0.2632825261567136,4.025597331245801e-05
310.5,0.20193191988557768,0.15493494148230405,0.9534537013844679,0.001667785886338731,1.1255778891042247,0.26328253004477126,4.0255973906943217e-05
311.3,0.20193192264787824,0.15493494360171578,0.9534537144271097,0.0016677859091529842,1.125577904501416,0.2632825336463091,4.025597445761938e-05
312.1,0.20193192520642755,0.1549349455647965,0.9534537265077069,0.0016677859302844265,1.125577918762888,0.26328253698219256,4.0255974967676925e-05
312.9,0.2019319275760789,0.15493494738294283,0.9534537376963925,0.0016677859498557296,1.1255779319714343,0.2632825400717869,4.0255975440076856e-05
313.7,0.20193192977061628,0.15493494906673072,0.95345374805825,0.00166778596798074,1.1255779442038867,0.2632825429330648,4.0255975877566954e-05
314.5,0.20193193180283084,0.1549349506259744,0.9534537576536745,0.0016677859847651045,1.125577955531545,0.2632825455827031,4.0255976282697466e-05
315.4,0.20193193368459156,0.15493495206978017,0.9534537665387071,0.0016677860003068469,1.1255779660205665,0.26328254803617734,4.025597665783425e-05
316.2,0.20193193542691049,0.1549349534065973,0.9534537747653429,0.0016677860146969176,1.1255779757323328,0.2632825503078442,4.0255977005172836e-05
317.0,0.20193193704000356,0.15493495464426432,0.9534537823818181,0.0016677860280196928,1.1255779847237881,0.26328255241102416,4.025597732674982e-05
317.8,0.20193193853334776,0.15493495579005256,0.9534537894328802,0.001667786040353445,1.1255779930477579,0.2632825543580734,4.025597762445414e-05
318.6,0.2019319399157336,0.15493495685070638,0.953453795960035,0.0016677860517707757,1.1255780007532408,0.26328255616045354,4.025597790003858e-05
319.4,0.20193194119531446,0.1549349578324816,0.953453802001779,0.0016677860623390249,1.1255780078856832,0.2632825578287941,4.025597815512834e-05
320.3,0.20193194237965145,0.15493495874117982,0.9534538075938144,0.0016677860721206396,1.1255780144872323,0.2632825593729547,4.0255978391230846e-05
321.1,0.2019319434757566,0.15493495958218098,0.9534538127692495,0.0016677860811735393,1.1255780205969732,0.2632825608020765,4.0255978609744035e-05
321.9,0.20193194449013183,0.1549349603604737,0.9534538175587831,0.0016677860895514117,1.1255780262511477,0.2632825621246373,4.0255978811963895e-05
322.7,0.2019319454288056,0.15493496108068366,0.9534538219908805,0.0016677860973040584,1.1255780314833586,0.2632825633484975,4.025597899909251e-05
323.5,0.20193194629736697,0.1549349617470989,0.9534538260919313,0.0016677861044776354,1.1255780363247596,0.2632825644809435,4.0255979172243673e-05
324.3,0.20193194710099732,0.1549349623636948,0.9534538298863995,0.0016677861111149366,1.1255780408042322,0.2632825655287315,4.025597933245078e-05
325.1,0.20193194784449928,0.1549349629341566,0.9534538333969625,0.0016677861172556317,1.1255780449485466,0.26328256649812315,4.025597948067113e-05
326.0,0.2019319485323247,0.15493496346189986,0.9534538366446397,0.0016677861229364847,1.1255780487825175,0.26328256739492245,4.025597961779196e-05
326.8,0.20193194916859952,0.15493496395009015,0.9534538396489127,0.0016677861281915742,1.125578052329143,0.26328256822450924,4.0255979744636074e-05
327.6,0.2019319497571473,0.15493496440166135,0.9534538424278348,0.0016677861330524793,1.125578055609736,0.26328256899186847,4.025597986196557e-05
328.4,0.20193195030151143,0.15493496481933192,0.9534538449981365,0.001667786137548461,1.1255780586440467,0.2632825697016206,4.025597997048681e-05
329.2,0.20193195080497509,0.15493496520562094,0.9534538473753192,0.0016677861417066443,1.1255780614503754,0.2632825703580455,4.0255980070854314e-05
330.0,0.20193195127057992,0.15493496556286243,0.9534538495737466,0.0016677861455521442,1.1255780640456783,0.26328257096510965,4.025598016367467e-05
330.8,0.20193195170114422,0.1549349658932187,0.9534538516067245,0.0016677861491082376,1.1255780664456636,0.26328257152648743,4.0255980249509344e-05
331.7,0.20193195209927878,0.15493496619869274,0.9534538534865806,0.0016677861523964927,1.125578068664884,0.2632825720455822,4.025598032887924e-05
332.5,0.2019319524674019,0.15493496648113994,0.9534538552247317,0.0016677861554368748,1.1255780707168188,0.2632825725255477,4.0255980402266125e-05
333.3,0.2019319528077534,0.15493496674227933,0.9534538568317561,0.001667786158247891,1.1255780726139546,0.2632825729693045,4.025598047011663e-05
