Time (s),Barite,Celestite,Goergeyite
47.355956436063884,1.1585131928743984e-07,,
51.30228613906921,2.834363732060419e-07,,
55.248615842074535,4.509801810309136e-07,,
59.194945545079854,6.18445487648973e-07,,
63.14127524808518,7.857813647374794e-07,,
67.08760495109051,9.529357983533659e-07,,
71.03393465409583,1.1198658049119238e-06,,
74.98026435710115,1.286543931997791e-06,,
78.92659406010648,1.4529605981104166e-06,,
82.8729237631118,1.6191248169252644e-06,,
86.81925346611713,1.785060102691486e-06,,
90.76558316912245,1.9507993518614506e-06,,
94.71191287212777,2.1163794771446116e-06,,
98.6582425751331,2.281836990032667e-06,,
102.60457227813842,2.447204919322447e-06,,
106.55090198114375,2.612511089530045e-06,,
110.49723168414907,2.7777775353416844e-06,,
114.44356138715439,2.943020725524043e-06,,
118.38989109015972,3.1082522699335844e-06,,
122.33622079316504,3.27347984057741e-06,,
126.28255049617037,3.4387081156474408e-06,,
130.2288801991757,3.603939630515902e-06,,
134.17520990218105,3.7691754392530598e-06,,
138.12153960518637,3.934415818204754e-06,,
142.0678693081917,4.099660411396492e-06,,
146.014199011197,4.26490865889933e-06,,
149.96052871420235,4.4301599240491155e-06,,
153.90685841720767,4.595413591110489e-06,,
157.853188120213,4.76066911490255e-06,,
161.7995178232183,4.925926039752329e-06,,
165.74584752622363,5.091184000362726e-06,,
169.69217722922897,5.256442713184446e-06,,
173.6385069322343,5.421701963796812e-06,,
177.5848366352396,5.586961593553871e-06,,
181.53116633824493,5.752221487254122e-06,,
185.47749604125025,5.9174815625986595e-06,,
189.4238257442556,6.082741761639158e-06,,
193.3701554472609,6.248002044099358e-06,,
197.31648515026623,6.413262382314292e-06,,
201.26281485327155,6.578522716728169e-06,,
47.355956436063884,,0.00016739712112684343,
51.30228613906921,,0.00041437495025567033,
55.248615842074535,,0.0006613640323661985,
59.194945545079854,,0.0009083898359337647,
63.14127524808518,,0.0011554765499152291,
67.08760495109051,,0.0014026519841907352,
71.03393465409583,,0.001649942170789506,
74.98026435710115,,0.0018973685323296656,
78.92659406010648,,0.0021449434854205213,
82.8729237631118,,0.002392670574193458,
86.81925346611713,,0.002640545006371712,
90.76558316912245,,0.0028885555220685777,
94.71191287212777,,0.0031366865715022254,
98.6582425751331,,0.003384920494501292,
102.60457227813842,,0.003633239353577754,
106.55090198114375,,0.0038816262725303316,
110.49723168414907,,0.00413006626658079,
114.44356138715439,,0.004378546634061512,
118.38989109015972,,0.004627057017726512,
122.33622079316504,,0.004875589248237432,
126.28255049617037,,0.0051241370671037895,
130.2288801991757,,0.005372695802756186,
134.17520990218105,,0.005621262020046922,
138.12153960518637,,0.005869833346989857,
142.0678693081917,,0.006118408054593959,
146.014199011197,,0.0063669849760118495,
149.96052871420235,,0.00661556332439242,
153.90685841720767,,0.0068641425780946105,
157.853188120213,,0.007112722396986249,
161.7995178232183,,0.007361302562880388,
165.74584752622363,,0.007609882938084428,
169.69217722922897,,0.007858463437138549,
173.6385069322343,,0.008107044007911596,
177.5848366352396,,0.008355624619183745,
181.53116633824493,,0.008604205252632079,
185.47749604125025,,0.008852785897746473,
189.4238257442556,,0.009101366548659418,
193.3701554472609,,0.009349947202212903,
197.31648515026623,,0.009598527856756169,
201.26281485327155,,0.009847108482371093,
47.355956436063884,,,0.0037953866977122447
51.30228613906921,,,0.009390547980264254
55.248615842074535,,,0.014984537937723703
59.194945545079854,,,0.020576723602465798
63.14127524808518,,,0.026166161461011108
67.08760495109051,,,0.03175307098046635
71.03393465409583,,,0.03734085025284042
74.98026435710115,,,0.04292970977439975
78.92659406010648,,,0.04851746761445753
82.8729237631118,,,0.05410274036343499
86.81925346611713,,,0.059684834173138405
90.76558316912245,,,0.0652635821503072
94.71191287212777,,,0.0708391702097484
98.6582425751331,,,0.07641198576234534
102.60457227813842,,,0.08198250130215369
106.55090198114375,,,0.08755119449435263
110.49723168414907,,,0.09311850011275923
114.44356138715439,,,0.09868478654363816
118.38989109015972,,,0.10425034928850786
122.33622079316504,,,0.1098154149080947
126.28255049617037,,,0.11538015037667361
130.2288801991757,,,0.12094467437349432
134.17520990218105,,,0.12650906765258593
138.12153960518637,,,0.13207338565064689
142.0678693081917,,,0.13763766214951037
146.014199011197,,,0.1432019182847972
149.96052871420235,,,0.14876616636348847
153.90685841720767,,,0.1543304130758832
157.853188120213,,,0.15989466168748231
161.7995178232183,,,0.1654589134805142
165.74584752622363,,,0.17102316866612935
169.69217722922897,,,0.17658742693718776
173.6385069322343,,,0.18215168778614252
177.5848366352396,,,0.18771595067525387
181.53116633824493,,,0.19328021511795088
185.47749604125025,,,0.19884448070954736
189.4238257442556,,,0.2044087471311436
193.3701554472609,,,0.2099730141408798
197.31648515026623,,,0.21553728156059726
201.26281485327155,,,0.22110154854744643
