Time (s),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw)
7.50E1,1.665E-16,3.362E-15,3.716E-12,2.087E-8,2.135E-8,2.956E-9,5.772E-10,2.301E-10,2.024E-9,2.832E-12,2.394E-15,9.819E-13
7.89E1,3.801E-16,7.675E-15,8.484E-12,4.765E-8,4.873E-8,6.749E-9,1.318E-9,5.254E-10,4.621E-9,6.464E-12,5.466E-15,2.242E-12
