Concentration Factor (CF),Gypsum (g)
1.00707E0,0.0
1.01424E0,0.0
1.02152E0,0.0
1.02890E0,0.0
1.03639E0,0.0
1.04399E0,0.0
1.05170E0,0.0
1.05953E0,0.13750547194624918
1.06747E0,0.5968801034472827
1.07554E0,1.0568915923077977
1.08373E0,1.5175478430070093
1.09205E0,1.9788569187189349
1.10050E0,2.440827044208835
1.10908E0,2.9034666094983073
1.11779E0,3.3667841735926536
