,sim,state,soln,dist_x,time,step,pH,pe,reaction,temp(C),Alk(eq/kgw),mu,mass_H2O,charge(eq),Li(mol/kgw),Na(mol/kgw),Mg(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mn(mol/kgw),Fe(mol/kgw),Co(mol/kgw),Cu(mol/kgw),S(6)(mol/kgw),Cl(mol/kgw),F(mol/kgw),N(5)(mol/kgw),Ba(mol/kgw),B(mol/kgw),Sr(mol/kgw),Si(mol/kgw),C(4)(mol/kgw),Calcite,d_Calcite,Aragonite,d_Aragonite,Dolomite,d_Dolomite,Siderite,d_Siderite,Rhodochrosite,d_Rhodochrosite,Strontianite,d_Strontianite,Witherite,d_Witherite,Gypsum,d_Gypsum,Anhydrite,d_Anhydrite,Celestite,d_Celestite,Barite,d_Barite,Fluorite,d_Fluorite,Pyrochroite,d_Pyrochroite,Halite,d_Halite,Sylvite,d_Sylvite,Melanterite,d_Melanterite,si_Calcite,si_Aragonite,si_Dolomite,si_Siderite,si_Rhodochrosite,si_Strontianite,si_Witherite,si_Gypsum,si_Anhydrite,si_Celestite,si_Barite,si_Fluorite,si_Pyrochroite,si_Halite,si_Sylvite,si_Melanterite
10,1,transp,8,0.635,0.0,0,7.0,3.0,41.3807879546148,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
11,1,transp,9,0.7196666666666667,0.0,0,7.0,3.0,41.01458629129963,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
12,1,transp,10,0.8043333333333333,0.0,0,7.0,3.0,40.648384627984456,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
13,1,transp,11,0.889,0.0,0,7.0,3.0,40.282182964669275,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
14,1,transp,12,0.9736666666666667,0.0,0,7.0,3.0,39.9159813013541,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
15,1,transp,1,0.042333333333333334,203.82277127353643,45,6.727562536651633,4.6924669865821,43.944199597821026,25.0,0.003780503106483824,0.0643163737533111,12.643952209355906,-0.0023872424955171724,6.024118281724472e-06,0.031864947810091214,0.004126491288933944,0.006518425142980473,0.0009086786671616267,1.711985378117159e-06,6.152058152202932e-05,0.0,4.933594178651806e-07,0.004719035717909504,0.04126724075511372,3.850449212804655e-05,0.0,3.152191272256133e-07,5.3170088381791293e-05,7.394670505957617e-05,0.00045221267272773426,0.004964953529625098,0.0,0.0,0.0,0.0,0.0,0.0,0.07009168390318267,0.001557974416089264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1524249259118565e-05,9.249865957973005e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25614518957349297,-0.4000498174550362,-0.5889801243598178,0.0,-1.256376605382556,-1.4139666575513665,-4.577007333913873,-0.8602894648729462,-1.1637623126154093,-0.7317272350796298,0.0,-1.1190190796071438,-7.99020307498665,-4.644210841566262,-5.527615574043981,-5.3907407261114635
16,1,transp,2,0.127,203.82277127353643,45,6.7216514363525945,4.75104556287344,43.57799793450585,25.0,0.00402295712991875,0.06845604270757004,11.856652798265515,-0.002387242495205316,6.424128710995472e-06,0.03398082782043004,0.0044004964586055245,0.0069512582843214215,0.0009690162845062016,1.8256637579203488e-06,6.131238530760712e-05,0.0,5.261192182698897e-07,0.005032361682622486,0.04400744702552894,4.106124777338137e-05,0.0,3.1111227192636305e-07,5.670066146871939e-05,7.885687644923329e-05,0.0004822402679507499,0.005290340586814538,0.0,0.0,0.0,0.0,0.0,0.0,0.0022031940474734114,5.045244037319308e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2844022115189484e-05,2.941233501811478e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21883371029162646,-0.3627383381731697,-0.5140919584116048,0.0,-1.221801310270214,-1.3767361046694937,-4.575075416293377,-0.8250009259397135,-1.1283827509540405,-0.6964285998182564,0.0,-1.0528595535272984,-7.985474343023001,-4.5927646764777705,-5.476631136853408,-5.392991223280438
17,1,transp,3,0.21166666666666667,203.82277127353643,45,6.715485960997284,4.81293585287586,43.21179627119068,25.0,0.004297585782573538,0.07313366306930456,11.075950829163114,-0.0023872424947433057,6.876941296733231e-06,0.03637600811695033,0.004710670844838082,0.007441226244115307,0.0010373185849658702,1.9543479054688705e-06,6.116156180597315e-05,0.0,5.632033761917284e-07,0.005387047799887471,0.04710936586555417,4.3955500148181065e-05,0.0,3.069776962964395e-07,6.0697277085816977e-05,8.441520003455952e-05,0.0005162315642806617,0.005658764224899849,0.0,0.0,0.0,0.0,0.0,0.0,0.0020937819932543675,4.907043086230245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2201724992395205e-05,2.8596309235727156e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17927848834965587,-0.3231831162311991,-0.43467764864005076,0.0,-1.1852594074335894,-1.3372716955446595,-4.572783565056195,-0.7878405573609157,-1.091119380249248,-0.6592560419306004,0.0,-0.983099315102347,-7.980457736948199,-4.538316626838355,-5.422698699253086,-5.395643581958598
18,1,transp,4,0.29633333333333334,203.82277127353643,45,6.709014459793095,4.878601079668204,42.8455946078755,25.0,0.00461118541251358,0.07846144468721693,10.301846326262153,-0.002387242494743509,7.393690533267256e-06,0.03910938529897144,0.005064641521276675,0.008000377153597433,0.0011152650968952807,2.10120211644674e-06,6.108599919699864e-05,0.0,6.055237773850168e-07,0.005791815766549003,0.050649272314398065,4.7258417849955246e-05,0.0,3.0280989214426626e-07,6.525821053579243e-05,9.075835294040822e-05,0.0005550223951466341,0.006079305442013674,0.0,0.0,0.0,0.0,0.0,0.0,0.0019851652210772647,4.764116745983849e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1578780646932078e-05,2.778756011962586e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13719938347526117,-0.2811040113568044,-0.3501696653603332,0.0,-1.146519165761049,-1.2952956881260622,-4.570102630929869,-0.748559889183432,-1.0517212095011814,-0.6199609686383312,0.0,-0.9092712178995903,-7.9751578009848885,-4.4804611528238905,-5.365423177209505,-5.398735775081963
19,1,transp,5,0.381,203.82277127353643,45,6.702171563802018,4.948607497673357,42.479392944560324,25.0,0.004972607416837989,0.08458521714243857,9.534339289000002,-0.002387242494743799,7.988876979187841e-06,0.04225766097179007,0.005472341298992219,0.008644401409501718,0.0012050430861543322,2.2703472834268586e-06,6.110921565922203e-05,0.0,6.542679793989648e-07,0.006258023932232847,0.05472650008605464,5.1062684424731056e-05,0.0,2.9860197634102617e-07,7.051144668642356e-05,9.806433109585841e-05,0.0005997012744271934,0.006563790731215327,0.0,0.0,0.0,0.0,0.0,0.0,0.0018774414273998534,4.6163566094290474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0974858864265833e-05,2.6985812424902756e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09225761097554575,-0.23616223885708898,-0.2598812837214055,0.0,-1.1053029644218189,-1.2504725121423803,-4.566999954146585,-0.7068560784955533,-1.009882113784749,-0.5782404694379313,0.0,-0.8308088325202228,-7.969586043633512,-4.418703566858255,-5.3043233073176435,-5.402311949465185
20,1,transp,6,0.4656666666666667,203.82277127353643,45,6.694873215221349,5.0236572812109666,42.11319128124515,25.0,0.005393598328616647,0.09169806212993883,8.773429716848648,-0.002387242494743821,8.681743185493654e-06,0.04592261980407112,0.0059469512304407834,0.009394120505065079,0.0013095551012615775,2.4672519188797076e-06,6.126268666149767e-05,0.0,7.110118964694718e-07,0.006800745069849749,0.05947286714087362,5.549129291793007e-05,0.0,2.9434515120623185e-07,7.662682419117551e-05,0.00010656933890074943,0.000651712683291244,0.0071279143693954656,0.0,0.0,0.0,0.0,0.0,0.0,0.0017707044095082154,4.463633485268315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0389635622298054e-05,2.6190778771652334e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04403782354351904,-0.18794245142506227,-0.16297006602271225,0.0,-1.0612740599976451,-1.2023912140809863,-4.563439010586627,-0.6623546557608879,-0.9652232699126806,-0.5337201149364965,0.0,-0.7470159147198245,-7.963764681073325,-4.352431734054668,-5.238804500343323,-5.406423867006053
21,1,transp,7,0.5503333333333333,203.82277127353643,45,6.681698784537566,5.109574538533425,41.74698961792998,25.0,0.005861048875728191,0.10002515613525344,8.019119676527275,-0.002387242494744276,9.498382207789126e-06,0.05024228263407804,0.006506344929920477,0.010262497156047694,0.00143273702160716,2.699331370176675e-06,6.234141806533237e-05,0.0,7.778924811132875e-07,0.007440417883573876,0.06506711970482676,6.071102289913127e-05,0.0,2.8992904599911425e-07,8.383464564501075e-05,0.00011659367144170767,0.0007130153499480732,0.007778438850132191,0.015467019747587645,0.0004038044638317931,0.0,0.0,0.0,0.0,0.0009186656644887329,2.357509052718272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.919681216818123e-06,2.565504298280093e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14390462788154323,-0.07370795201132907,0.0,-1.0209767864010715,-1.1578666422536799,-4.566894651975314,-0.6150462671075125,-0.9177298049804747,-0.4857399017205033,0.0,-0.6575802364929437,-7.967901082907256,-4.280846880201481,-5.1680919679363075,-5.403615992593275
22,1,transp,8,0.635,203.82277127353643,45,6.635876038184554,5.231101715268569,41.3807879546148,25.0,0.006225344490889892,0.10971806406505376,7.2714196860690015,-0.0023872424947441375,1.0475074599749283e-05,0.05540855770386582,0.007175374397624024,0.011198880489805581,0.001580061409915712,2.976896154890117e-06,6.843114525745302e-05,0.0,8.578810151020885e-07,0.00820546058886245,0.07175779179952839,6.695376959815083e-05,0.0,2.8483888593651333e-07,9.245513056474929e-05,0.00012858267644873272,0.0007863327478386342,0.008459072664893263,0.03344392107777517,0.0008881306109013651,0.0,0.0,0.0,0.0,8.96403481223652e-05,2.3803254016614006e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.454018294450259e-06,2.5097327201536543e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14390462788154323,-0.06856091152783961,0.0,-1.0191627228741513,-1.1534353884303563,-4.615501326523621,-0.566658283886694,-0.8691231304321683,-0.43270197334887506,0.0,-0.5642297436112198,-8.03293704894715,-4.202812484934289,-5.091084304277425,-5.355774737691174
23,1,transp,9,0.7196666666666667,203.82277127353643,45,6.586300930898796,5.361501597115,41.01458629129963,25.0,0.0066436198777254304,0.12145382419579943,6.530318527071219,-0.0023872424947434787,1.1663851210611491e-05,0.061696665422119344,0.007989680508463477,0.012326057721507577,0.0017593766052345818,3.3147328440898057e-06,7.581781928001568e-05,0.0,9.552386879229102e-07,0.00913662971586023,0.07990131228008328,7.455209976271538e-05,0.0,2.795931666628439e-07,0.00010294751376669969,0.00014317503823754288,0.0008755706783263033,0.009274940147632013,0.035408059016792094,0.0009659562339151412,0.0,0.0,0.0,0.0,9.25661905283675e-05,2.5250317367026828e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.893390388387205e-06,2.4252793669365e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14390462788154323,-0.06284736824328974,0.0,-1.0174277324725853,-1.1485860654735056,-4.668544565060751,-0.5138807902565894,-0.816079891895038,-0.37480941185489414,0.0,-0.4625088914129982,-8.103145013419049,-4.117185316328418,-5.006680346366376,-5.303661606328635
24,1,transp,10,0.8043333333333333,203.82277127353643,45,6.532096963956592,5.5027869183542455,40.648384627984456,25.0,0.007131149492452909,0.13596420635505446,5.7958164083624135,-0.0023872424947432,1.3142007663969384e-05,0.06951546579068013,0.009002210383082288,0.013711365136659106,0.0019823418879662724,3.7348079681784143e-06,8.497469230383102e-05,0.0,1.076295807527264e-06,0.010294471254826005,0.09002718222183265,8.400006556627301e-05,0.0,2.7415259363121847e-07,0.00011599402208403443,0.00016131956896835696,0.0009865314943697644,0.010273128827762844,0.03766507159533894,0.0010563675830576047,0.0,0.0,0.0,0.0,9.484645593360079e-05,2.659704116155019e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.348970992605214e-06,2.3406342478150256e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14390462788154323,-0.05645125701964915,0.0,-1.0158644253782558,-1.143253869783063,-4.727064718610363,-0.45569051241899494,-0.7575597383454262,-0.3109570626148379,0.0,-0.35056939174529944,-8.179759086196354,-4.022213398971194,-4.91319374467945,-5.246296017771083
25,1,transp,11,0.889,203.82277127353643,45,6.472031185073531,5.657761046141131,40.282182964669275,25.0,0.007710260118818078,0.15438063702221688,5.067913598127294,-0.002387242494743248,1.5029590024148076e-05,0.07949994992287555,0.010295194983016022,0.015458680002670108,0.002267065019716321,4.271237242886283e-06,9.664016297343121e-05,0.0,1.2308838303445568e-06,0.011773017801234116,0.10295775762884748,9.6064968134505e-05,0.0,2.684595558997259e-07,0.00013265420640064216,0.00018448984709649581,0.001128226697579732,0.011526071494469721,0.04030704475413218,0.001163114881362927,0.0,0.0,0.0,0.0,9.575017919028724e-05,2.7623338504463232e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.820248296877126e-06,2.2556330222104095e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14390462788154323,-0.04921449286765878,0.0,-1.0146332257817612,-1.1373590258590696,-4.792521392674116,-0.39065434718007985,-0.6921030642816728,-0.23960554462709105,0.0,-0.22586494059609308,-8.264530687566346,-3.9154526620256354,-4.808279976667604,-5.182311124594266
26,1,transp,12,0.9736666666666667,203.82277127353643,45,6.404290504148118,5.830494823154638,39.9159813013541,25.0,0.008415245503457984,0.17855141591542661,4.346610519422439,-0.0023872424947434276,1.7523691924386962e-05,0.09269265683324113,0.012003642474212671,0.017737359982240457,0.0026432756258975157,4.980032420049313e-06,0.00011203502792621006,0.0,1.4351442057309223e-06,0.013726653645549756,0.12004319632237555,0.00011200657526987562,0.0,2.624242900596715e-07,0.00015466765505273063,0.00021510521833941384,0.0013154515217973406,0.013151508222373376,0.0434728668420479,0.0012917873471217783,0.0,0.0,0.0,0.0,9.378181892187896e-05,2.7855137573652445e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.306651164752193e-06,2.1700740849863768e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14390462788154323,-0.04091257128172998,0.0,-1.0140233167114694,-1.1308032030407258,-4.867053889353649,-0.3166764736099861,-0.6175705676021401,-0.15851722512921462,0.0,-0.08474747837070495,-8.3600632731977,-3.7933451442289448,-4.688540280843571,-5.109719808797767
