Time (s),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
4.73E1,3.665E-13,3.403E-13,2.094E-12,3.078E-15,2.472E-12,5.006E-13,
4.81E1,3.940E-7,4.567E-7,2.810E-6,3.324E-9,3.318E-6,5.732E-7,1.187E-10
4.89E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
4.97E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.05E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.13E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.22E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.30E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.38E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.46E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.54E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.62E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.70E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.79E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.87E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
5.95E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.03E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.11E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.19E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.27E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.36E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.44E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.52E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.60E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.68E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.76E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.85E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
6.93E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
7.01E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
7.09E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
7.17E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
7.25E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
7.33E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
7.42E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
7.50E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
7.58E1,2.811E-2,2.878E-1,1.771E0,2.333E-4,2.091E0,1.392E-1,7.478E-5
