,sim,state,soln,dist_x,time,step,pH,pe,reaction,temp(C),Alk(eq/kgw),mu,mass_H2O,charge(eq),Li(mol/kgw),Na(mol/kgw),Mg(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mn(mol/kgw),Fe(mol/kgw),Co(mol/kgw),Cu(mol/kgw),S(6)(mol/kgw),Cl(mol/kgw),F(mol/kgw),N(5)(mol/kgw),Ba(mol/kgw),B(mol/kgw),Sr(mol/kgw),Si(mol/kgw),C(4)(mol/kgw),Cumetal,d_Cumetal,Ferrihydrite,d_Ferrihydrite,Pyrochroite,d_Pyrochroite,Brucite,d_Brucite,Portlandite,d_Portlandite,Natron,d_Natron,CuF,d_CuF,CuF2,d_CuF2,CoF2,d_CoF2,CoF3,d_CoF3,MgF2,d_MgF2,Fluorite,d_Fluorite,SrF2,d_SrF2,BaF2,d_BaF2,Nantokite,d_Nantokite,Melanothallite,d_Melanothallite,Atacamite,d_Atacamite,CoCl2,d_CoCl2,Halite,d_Halite,CuCO3,d_CuCO3,Malachite,d_Malachite,Azurite,d_Azurite,CoCO3,d_CoCO3,Siderite,d_Siderite,Rhodochrosite,d_Rhodochrosite,Artinite,d_Artinite,Hydromagnesite,d_Hydromagnesite,Magnesite,d_Magnesite,Nesquehonite,d_Nesquehonite,Aragonite,d_Aragonite,Calcite,d_Calcite,Huntite,d_Huntite,Strontianite,d_Strontianite,Witherite,d_Witherite,Thermonatrite,d_Thermonatrite,Cu2SO4,d_Cu2SO4,Antlerite,d_Antlerite,Brochantite,d_Brochantite,Langite,d_Langite,CuSO4,d_CuSO4,Chalcanthite,d_Chalcanthite,CoSO4,d_CoSO4,Melanterite,d_Melanterite,MnSO4,d_MnSO4,Epsomite,d_Epsomite,Anhydrite,d_Anhydrite,Gypsum,d_Gypsum,Celestite,d_Celestite,Barite,d_Barite,Mirabilite,d_Mirabilite,Thenardite,d_Thenardite,si_Cumetal,si_Ferrihydrite,si_Pyrochroite,si_Brucite,si_Portlandite,si_Natron,si_CuF,si_CuF2,si_CoF2,si_CoF3,si_MgF2,si_Fluorite,si_SrF2,si_BaF2,si_Nantokite,si_Melanothallite,si_Atacamite,si_CoCl2,si_Halite,si_CuCO3,si_Malachite,si_Azurite,si_CoCO3,si_Siderite,si_Rhodochrosite,si_Artinite,si_Hydromagnesite,si_Magnesite,si_Nesquehonite,si_Aragonite,si_Calcite,si_Huntite,si_Strontianite,si_Witherite,si_Thermonatrite,si_Cu2SO4,si_Antlerite,si_Brochantite,si_Langite,si_CuSO4,si_Chalcanthite,si_CoSO4,si_Melanterite,si_MnSO4,si_Epsomite,si_Anhydrite,si_Gypsum,si_Celestite,si_Barite,si_Mirabilite,si_Thenardite
10,1,transp,8,0.635,0.0,0,7.0,3.0,41.3807879546148,25.0,6.934261840822815e-10,1.0038391291967063e-07,13.171724160465171,-9.133618422375757e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
11,1,transp,9,0.7196666666666667,0.0,0,7.0,3.0,41.01458629129963,25.0,6.934261840822815e-10,1.0038391291967063e-07,13.171724160465171,-9.133618422375757e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
12,1,transp,10,0.8043333333333333,0.0,0,7.0,3.0,40.648384627984456,25.0,6.934261840822815e-10,1.0038391291967063e-07,13.171724160465171,-9.133618422375757e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
13,1,transp,11,0.889,0.0,0,7.0,3.0,40.282182964669275,25.0,6.934261840822815e-10,1.0038391291967063e-07,13.171724160465171,-9.133618422375757e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
14,1,transp,12,0.9736666666666667,0.0,0,7.0,3.0,39.9159813013541,25.0,6.934261840822815e-10,1.0038391291967063e-07,13.171724160465171,-9.133618422375757e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
15,1,transp,1,0.042333333333333334,203.82277127353643,45,9.90848649564842,8.253477517275932,43.944199597821026,25.0,0.0004752256516897904,0.06055559201133108,12.643890845538193,0.0027133914307555123,6.022469278307747e-06,0.0318654070955104,0.0028071104369307804,0.0065188443879332396,0.0009087777568749537,1.7120100538180166e-06,4.398226020420285e-09,2.3052603218115615e-06,2.0307483906365792e-07,0.004718858279119936,0.041267690414635,3.850504711253828e-05,0.0001550550256338765,1.680432399858753e-07,5.317085474885221e-05,7.394777089036503e-05,0.00045221919069502863,3.4828522773898547e-06,0.0,0.0,0.1043388712793414,0.002318641625588841,0.0,0.0,0.752468070232078,0.016722049565076946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.450341012185317e-05,1.878822771911079e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001234225989509805,2.744010629131323e-06,0.0,0.0,0.0,0.0,-15.489290688853009,4.884981308350689e-15,-1.7178372633448955,3.552713678800501e-15,-5.5989036297403985,-8.383462947008338,-15.65652590956408,-20.68396113027515,-14.39417936606549,-43.24981458677656,-3.982303955757546,-1.2512075854979496,-5.108978564706879,-10.461521205302716,-10.737659582650094,-19.637228476447184,4.440892098500626e-15,-18.06934671223752,-4.669842095369049,-5.433334675150917,-2.2399918496685185,-7.573326524819432,-3.3754529109412523,-18.018994257801012,-2.264514763978207,-2.2346192679032573,-12.299299025559838,-2.0166775006333095,-4.808619267903262,-0.8155811303737117,-0.635581130373712,-7.577613632273643,-1.7833521095826441,-5.075894750178481,-10.32563764519848,-32.87273061382544,-3.2807542740076396,-0.3274114485252415,-2.594658704281894,-16.206939924972435,-10.630676203755687,-12.491958160762772,-22.388630297919086,-11.761720013799726,-3.688813540751383,-1.0896863801952312,-0.8409808917085337,-0.7674573594041609,0.0,-4.9145681968298565,-6.343795639263348
16,1,transp,2,0.127,203.82277127353643,45,9.899253237036389,8.270266622645641,43.57799793450585,25.0,0.0004945877684115835,0.06445966105739698,11.856598853919143,0.0027133914310679993,6.422368262072939e-06,0.03398130728958145,0.002987425545636139,0.006951703257883952,0.0009691216597906015,1.8256895180266543e-06,4.331718955783611e-09,2.4583322956951987e-06,1.9491515633828247e-07,0.005032181523771236,0.04400790236443461,4.106182714719364e-05,0.00016535086026644015,1.6475306908409307e-07,5.670146151450389e-05,7.885798911896097e-05,0.0004822470723562623,3.7141177304731444e-06,0.0,0.0,1.8412119626266085e-07,4.2163396718905965e-09,0.0,0.0,0.0031404721927390513,7.19194781919068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.508820373904022e-06,1.2614237107770258e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40040277691894e-06,1.694644710169883e-07,0.0,0.0,0.0,0.0,-15.52193943992947,-1.3322676295501878e-15,-1.7231053447939502,0.0,-5.598434579847634,-8.319395982450999,-15.649113858463421,-20.636488276997365,-14.310954046758214,-43.126528465292154,-3.9172086940778446,-1.185643273925482,-5.04329251314109,-10.43138596264292,-10.727550345585458,-19.584361251241443,1.7763568394002505e-15,-17.980727021002295,-4.6180328660190035,-5.419592189883904,-2.2438717728034208,-7.563463962687326,-3.32595795964475,-17.995142535469363,-2.2384179517583345,-2.203382400495542,-12.174010152565748,-1.985312606964384,-4.777382400495544,-0.78374718681202,-0.6037471868120203,-7.451685007705169,-1.751396426027629,-5.0794898755294575,-10.26118660185752,-32.88804175428392,-3.298661480193479,-0.36294106311299856,-2.630230994290054,-16.189602314354445,-10.61355197023971,-12.438868084115294,-22.36148217817928,-11.732028076228877,-3.654152249674299,-1.054257311282563,-0.8056371736366694,-0.7319065504981692,0.0,-4.846906106921542,-6.275706795151008
17,1,transp,3,0.21166666666666667,203.82277127353643,45,9.889471464177403,8.289062334297435,43.21179627119068,25.0,0.00051648695980005,0.06887104167898125,11.075904233932267,0.0027133914310685106,6.875054403436816e-06,0.036376508911117905,0.0031915323606541185,0.007441700030928314,0.00103743103209389,1.9543748112890547e-06,4.262681615825136e-09,2.6316099583449997e-06,1.8665488047007802e-07,0.005386864189337253,0.047109826149397196,4.3956105290411464e-05,0.00017700575774770558,1.6139593228429802e-07,6.069811271469622e-05,8.44163621915222e-05,0.0005162386713211162,3.975910507743212e-06,0.0,0.0,1.7541698102988962e-07,4.111150676698371e-09,0.0,0.0,0.00304864690586857,7.145314809468535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10658810639836e-06,1.1967148604278448e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.996893038345774e-06,1.6397908979570052e-07,0.0,0.0,0.0,0.0,-15.55853723741957,0.0,-1.729247392275857,3.552713678800501e-15,-5.597985030018982,-8.251669888107342,-15.642387285755627,-20.58643733409168,-14.223710125107553,-42.995960173443606,-3.8484912406438774,-1.1164762706628633,-4.97399639192839,-10.399596918123112,-10.71784947853808,-19.52836171965659,2.6645352591003757e-15,-17.88753451067246,-4.563167667522049,-5.405114007830292,-2.248060101278094,-7.553174109108383,-3.2742867988461626,-17.97096348636837,-2.2114153066583455,-2.1703825938493475,-12.04162456348576,-1.9521679143824864,-4.74438259384935,-0.7501529444014707,-0.570152944401471,-7.318656687548934,-1.7176730656670003,-5.0832735918617225,-10.193025849706753,-32.90637765338814,-3.3177326028641723,-0.4006786963119744,-2.6680169228009323,-16.17134041596857,-10.595531548413339,-12.38341320698444,-22.33385747992933,-11.701241714796623,-3.6175619079434433,-1.0168793525397488,-0.7683558055176576,-0.6943994738052774,0.0,-4.775396296245619,-6.203714031356077
18,1,transp,4,0.29633333333333334,203.82277127353643,45,9.87906362339416,8.309161485814519,42.8455946078755,25.0,0.0005414419481956658,0.07389531938185943,10.301807007940479,0.0027133914310676945,7.39165896981445e-06,0.03910990846108592,0.003424439714932763,0.00800088341945079,0.001115385558273878,2.1012302240143105e-06,4.190778944738455e-09,2.8293540984824625e-06,1.7828027454616154e-07,0.005791627767796018,0.05064973621855268,4.725905002083435e-05,0.0001903063046642946,1.579576528137858e-07,6.525908348799533e-05,9.07595670050471e-05,0.000555029819622707,4.274667928889169e-06,0.0,0.0,1.6687468229574047e-07,4.004798091728742e-09,0.0,0.0,0.0029614129843393757,7.107467568618535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718662966242141e-06,1.1323335142879306e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606639434918897e-06,1.5854855053315767e-07,0.0,0.0,0.0,0.0,-15.597664731118654,-4.440892098500626e-15,-1.7364389643158322,0.0,-5.597556053625084,-8.179797670965169,-15.635470394556043,-20.533476057993436,-14.132012401222143,-42.85821806465953,-3.775674896266908,-1.0432309498919938,-4.900613396294805,-10.365950162396057,-10.707630622969537,-19.468796514820426,-1.7763568394002505e-15,-17.789232858049132,-4.504828254910183,-5.389804430839064,-2.2526055925655886,-7.542410023404653,-3.2202407740677685,-17.94543505380861,-2.1834422334283676,-2.135383242650387,-11.901186374500616,-1.917003269112537,-4.709383242650386,-0.714559322737621,-0.5345593227376213,-7.177569130075238,-1.6819417691404333,-5.087278535241687,-10.120657750351622,-32.926190626716036,-3.338128219050434,-0.440929380776959,-2.7083227052895786,-16.15202589559738,-10.57649251816046,-12.325362238826084,-22.304709790155236,-11.669263698186683,-3.5787780054591662,-0.9772807874959364,-0.7288674365211696,-0.6546632338987477,0.0,-4.699519135723484,-6.127285890597319
19,1,transp,5,0.381,203.82277127353643,45,9.867933727967905,8.325999008225915,42.479392944560324,25.0,0.0005701241642108987,0.0796695851242523,9.534307172952216,0.002713391431262029,7.986678297041755e-06,0.04225820730921591,0.0036926685965234405,0.008644944554977609,0.0012051727044603382,2.2703766361255924e-06,4.1155971481297596e-09,3.0571135742804406e-06,1.697749000751445e-07,0.006257830326023113,0.054726965378821026,5.106334459984577e-05,0.00020562572489456993,1.544200393769525e-07,7.051235830911536e-05,9.806559894186026e-05,0.0005997090277965518,4.618773365239879e-06,0.0,0.0,1.584900607952985e-07,3.897091718809058e-09,0.0,0.0,0.00287931205480216,7.080387693770424e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3446779974098e-06,1.068213563642762e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.229364151908479e-06,1.5317006564997985e-07,0.0,0.0,0.0,0.0,-15.630174044770035,0.0,-1.7449064527722076,0.0,-5.597149040906292,-8.103187458631156,-15.623587931904487,-20.47720181903894,-14.035353366703141,-42.71716725383759,-3.6981797166297863,-0.9653287575360832,-4.822563455227426,-10.330201491947228,-10.692053868771291,-19.40513369277254,2.6645352591003757e-15,-17.68518524043674,-4.442503085856407,-5.373547329557098,-2.2575694319662487,-7.531116761523343,-3.163598877221297,-17.913601198328386,-2.154431679920153,-2.0980955221880766,-11.75152796864529,-1.879525227147945,-4.67209552218808,-0.6766742680542404,-0.49667426805424064,-7.027249949498074,-1.6439089657455828,-5.091547002465386,-10.043476573510748,-32.93817437186175,-3.360044531910013,-0.48406663431916463,-2.751523399332548,-16.13150032709171,-10.556284152158602,-12.264451874755911,-22.269051550956654,-11.635984677454767,-3.537475579776208,-0.9351272655888536,-0.6868407956156108,-0.612361963280196,0.0,-4.618640456165769,-6.045772806031984
20,1,transp,6,0.4656666666666667,203.82277127353643,45,9.85596097741506,8.345855039887235,42.11319128124515,25.0,0.0006034187074823622,0.08637513408162525,8.773404725235878,0.0027133914312617146,8.679349301704517e-06,0.04592318964899085,0.004004869529943639,0.00939470587093899,0.0013096952802976376,2.4672825345502796e-06,4.0366167250217555e-09,3.3222518272697823e-06,1.611188378434498e-07,0.0068005442376792005,0.059473330177246084,5.5491981498682446e-05,0.0002234592938811963,1.5075932782632657e-07,7.662777503864643e-05,0.00010657066129889449,0.0006517207702681367,5.019351711859303e-06,0.0,0.0,1.5025786034098335e-07,3.787796507506469e-09,0.0,0.0,0.00280307321153444,7.0667299237982e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.984237917807699e-06,1.0042750929339916e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.864769824144078e-06,1.4784007254565712e-07,0.0,0.0,0.0,0.0,-15.66860078120112,1.3322676295501878e-15,-1.7549469984651633,0.0,-5.596765842770388,-8.021110021196085,-15.612760455331722,-20.417120129462326,-13.933137680338824,-42.56569735446943,-3.615290202177656,-0.8820560449480457,-4.739130925367018,-10.292055159828436,-10.677055499673552,-19.336710218145985,4.440892098500626e-15,-17.57462776902248,-4.375557228924758,-5.356199878051836,-2.2630298053365037,-7.5192296833883425,-3.1041174289283298,-17.881255377725388,-2.124316949232325,-2.058161721799376,-11.591202164444939,-1.8393699507671633,-4.632161721799379,-0.6361357935375516,-0.45613579353755185,-6.866245645839047,-1.603210673956525,-5.096134908417943,-9.960734708099439,-32.95466575083501,-3.3837248242032336,-0.5305547514878999,-2.798085341831971,-16.10956496963389,-10.53471792135425,-12.20038252051039,-22.23263460171595,-11.601282040814382,-3.4932491747577235,-0.8900008851196102,-0.6418620658077545,-0.5670757655385827,0.0,-4.5319751127781425,-5.958369209337424
21,1,transp,7,0.5503333333333333,203.82277127353643,45,9.842990364251579,8.370401474016571,41.74698961792998,25.0,0.0006425171549039232,0.09425684366870346,8.019099660041348,0.002713391431067918,9.495759798943298e-06,0.05024288837211531,0.00437276940601563,0.010278405354023011,0.0014328898813962682,2.6993639142446334e-06,3.953172957326637e-09,3.634754662662631e-06,1.5228760336624967e-07,0.007440209644859525,0.06506759136900102,6.0711754851882365e-05,0.0002444786708498163,1.4694384287118353e-07,8.38356563840161e-05,0.00011659507713430941,0.0007130239463036766,5.4914898047571845e-06,0.0,0.0,1.421714306546095e-07,3.6766169805253104e-09,0.0,0.0,0.002733701135290249,7.070137595987592e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.636908560429638e-06,9.404198201349567e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.512524609509886e-06,1.4255374649699134e-07,0.0,0.0,0.0,0.0,-15.716253599016488,2.6645352591003757e-15,-1.7669585154098257,0.0,-5.596408999282577,-7.932652664529384,-15.604333966846108,-20.352614334675728,-13.824663080461201,-42.40114344829082,-3.5261092747138694,-0.7925182739964534,-4.6494185797468095,-10.251148484646272,-10.663869209565457,-19.262684820114433,1.7763568394002505e-15,-17.456633565899903,-4.303189048925766,-5.337583699383934,-2.269088759345789,-7.506672458729721,-3.041532445169402,-17.849452908949395,-2.093037154831901,-2.0151313456445745,-11.41838483265163,-1.7960786394220731,-4.589131345644578,-0.5924876387046538,-0.4124876387046541,-6.692723556970872,-1.5593879444550112,-5.101117849354477,-9.87149454586187,-32.97871944904594,-3.409475969953168,-0.5809810299150211,-2.848598598655858,-16.085965850029456,-10.511553693733632,-12.132814595814928,-22.196458040780755,-11.565019305477426,-3.4455837712534425,-0.8413697893501793,-0.5934049268318491,-0.5182700951005357,0.0,-4.438534815174908,-5.8640591277665575
