,sim,state,soln,dist_x,time,step,pH,pe,reaction,temp(C),Alk(eq/kgw),mu,mass_H2O,charge(eq),Li(mol/kgw),Na(mol/kgw),Mg(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mn(mol/kgw),Fe(mol/kgw),Co(mol/kgw),Cu(mol/kgw),S(6)(mol/kgw),Cl(mol/kgw),F(mol/kgw),N(5)(mol/kgw),Ba(mol/kgw),B(mol/kgw),Sr(mol/kgw),Si(mol/kgw),C(4)(mol/kgw),Anhydrite,d_Anhydrite,Aragonite,d_Aragonite,Arcanite,d_Arcanite,Artinite,d_Artinite,Atacamite,d_Atacamite,Azurite,d_Azurite,B,d_B,Bassanite,d_Bassanite,Bieberite,d_Bieberite,Boric_acid,d_Boric_acid,Brochantite,d_Brochantite,Brucite,d_Brucite,Ca,d_Ca,Calcite,d_Calcite,Chalcanthite,d_Chalcanthite,Chalcocyanite,d_Chalcocyanite,Chloromagnesite,d_Chloromagnesite,Co,d_Co,CoCl2,d_CoCl2,CoSO4,d_CoSO4,Cu,d_Cu,CuCl2,d_CuCl2,Dolomite,d_Dolomite,Fe,d_Fe,FeSO4,d_FeSO4,Gypsum,d_Gypsum,Halite,d_Halite,Huntite,d_Huntite,Hydromagnesite,d_Hydromagnesite,Hydrophilite,d_Hydrophilite,Jarosite,d_Jarosite,K,d_K,Lawrencite,d_Lawrencite,Li,d_Li,Magnesite,d_Magnesite,Malachite,d_Malachite,Melanterite,d_Melanterite,Mg,d_Mg,MgOHCl,d_MgOHCl,MgSO4,d_MgSO4,Mirabilite,d_Mirabilite,Mn,d_Mn,MnSO4,d_MnSO4,Molysite,d_Molysite,Monohydrocalcite,d_Monohydrocalcite,Na,d_Na,Na2CO3,d_Na2CO3,Nantokite,d_Nantokite,Natron,d_Natron,Nesquehonite,d_Nesquehonite,Portlandite,d_Portlandite,Rhodochrosite,d_Rhodochrosite,Scacchite,d_Scacchite,Si,d_Si,Siderite,d_Siderite,Sphaerocobaltite,d_Sphaerocobaltite,Sylvite,d_Sylvite,Thenardite,d_Thenardite,Thermonatrite,d_Thermonatrite,si_Anhydrite,si_Aragonite,si_Arcanite,si_Artinite,si_Atacamite,si_Azurite,si_B,si_Bassanite,si_Bieberite,si_Boric_acid,si_Brochantite,si_Brucite,si_Ca,si_Calcite,si_Chalcanthite,si_Chalcocyanite,si_Chloromagnesite,si_Co,si_CoCl2,si_CoSO4,si_Cu,si_CuCl2,si_Dolomite,si_Fe,si_FeSO4,si_Gypsum,si_Halite,si_Huntite,si_Hydromagnesite,si_Hydrophilite,si_Jarosite,si_K,si_Lawrencite,si_Li,si_Magnesite,si_Malachite,si_Melanterite,si_Mg,si_MgOHCl,si_MgSO4,si_Mirabilite,si_Mn,si_MnSO4,si_Molysite,si_Monohydrocalcite,si_Na,si_Na2CO3,si_Nantokite,si_Natron,si_Nesquehonite,si_Portlandite,si_Rhodochrosite,si_Scacchite,si_Si,si_Siderite,si_Sphaerocobaltite,si_Sylvite,si_Thenardite,si_Thermonatrite
10,1,transp,8,0.635,0.0,0,7.0,3.0,41.3807879546148,25.0,-3.653824337600329e-09,9.820996187407713e-08,13.171724160465171,4.8127166305665906e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
11,1,transp,9,0.7196666666666667,0.0,0,7.0,3.0,41.01458629129963,25.0,-3.653824337600329e-09,9.820996187407713e-08,13.171724160465171,4.8127166305665906e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
12,1,transp,10,0.8043333333333333,0.0,0,7.0,3.0,40.648384627984456,25.0,-3.653824337600329e-09,9.820996187407713e-08,13.171724160465171,4.8127166305665906e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
13,1,transp,11,0.889,0.0,0,7.0,3.0,40.282182964669275,25.0,-3.653824337600329e-09,9.820996187407713e-08,13.171724160465171,4.8127166305665906e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
14,1,transp,12,0.9736666666666667,0.0,0,7.0,3.0,39.9159813013541,25.0,-3.653824337600329e-09,9.820996187407713e-08,13.171724160465171,4.8127166305665906e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
15,1,transp,1,0.042333333333333334,203.82277127353643,45,6.501362629220952,4.073675568671481,43.944199597821026,25.0,0.0029534565337075913,0.058654282640670664,12.6442268953032,0.11571771829023086,6.019590907127843e-06,0.0318501773840464,0.00386022763967202,0.006250189986003867,0.0009083434168089484,1.7111918179468508e-06,0.0001796816897321452,2.304158548674571e-06,4.931307299403198e-07,0.0,0.04124846110516956,0.0,0.0,0.0,5.314052647189174e-05,0.0,0.00045208431864536845,0.004622797326401066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15549789001416714,0.003457735399391343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021702777158211497,4.82855785906614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.64271059428246,-999.999,-8.202171509206275,-4.834476925474734,-8.3351010676149,-81.0586418095669,-999.999,-999.999,-4.119540340148273,-999.999,-6.002362572586296,-107.5206157100678,-0.49719398796755265,-999.999,-999.999,-27.505156147009828,-23.648423857180546,-17.169278866647247,-999.999,-3.2975246365980677,-13.341862381199439,-1.3322676295501878e-15,-28.251837099108343,-999.999,-999.999,-4.639246898071566,-5.452910260781739,-15.877670551937463,-17.253884992884352,-999.999,-56.69095939330119,-16.108473379354194,-60.63693913992287,-1.127490143486681,-2.333684599301954,-999.999,-90.39059709101106,-13.595492463994686,-999.999,-999.999,-54.19927887125361,-999.999,-30.953763559610955,-1.3510153998094507,-51.53737514811283,-10.47937748220679,-2.7054861678741684,-8.911919649203572,-4.144826158681617,-12.084182499533433,-2.032098002742801,-17.827031927845077,-108.50986242116795,-3.885780586188048e-16,-1.8602679219292004,-5.451553149273089,-999.999,-10.253759522543604
16,1,transp,2,0.127,203.82277127353643,45,6.471400375296206,4.076073940571039,43.57799793450585,25.0,0.003045811881230082,0.06237343060856823,11.857208499306443,0.1157177182903546,6.41913931521772e-06,0.03396422265182522,0.0040908555670084714,0.006639450894487956,0.0009686344186036668,1.8247716238425006e-06,0.00019095497538766713,2.4570963303812772e-06,5.258621233472493e-07,0.0,0.04398631442859374,0.0,0.0,0.0,5.6667711804660134e-05,0.0,0.0004820912697195925,0.0048777941032803265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013414452760641257,0.00030723693935197187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003400175107113675,7.787156436326063e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.6427137266141074,-999.999,-8.24300102195344,-4.878705651057052,-8.370009755596728,-80.94785510378392,-999.999,-999.999,-4.09157386681043,-999.999,-6.043066631295547,-107.5061125451436,-0.49719712029920005,-999.999,-999.999,-27.43499150454989,-23.632748466031565,-17.097948262625835,-999.999,-3.2810855049891874,-13.269768036718132,8.881784197001252e-16,-28.237330801852487,-999.999,-999.999,-4.588096935721453,-5.45290399611844,-15.918533529812873,-17.183726615087718,-999.999,-56.667820207460444,-16.03831186922591,-60.61304973498379,-1.1274870111550324,-2.370526121636804,-999.999,-90.37608766142355,-13.580762172119346,-999.999,-999.999,-54.1838362413356,-999.999,-30.855774443046457,-1.3510613942642866,-51.51405279219893,-10.447239067634847,-2.6612194298290746,-8.880209855863514,-4.144951612719535,-12.12489282290598,-2.031161670080638,-17.755934085054626,-108.37159740480935,4.996003610813204e-16,-1.8590988280360734,-5.400586356996126,-999.999,-10.221663970094852
17,1,transp,3,0.21166666666666667,203.82277127353643,45,6.439973973019956,4.078196615477901,43.21179627119068,25.0,0.0031452391265919676,0.06657330931949845,11.076785715461087,0.11571771829097015,6.871404322682501e-06,0.03635719601739176,0.004350642942759834,0.007078801359353521,0.0010368802427008308,1.9533372011862165e-06,0.00020369832026371254,2.630212792835098e-06,5.629121117451225e-07,0.0,0.047085401369466616,0.0,0.0,0.0,6.066027558054014e-05,0.0,0.0005160573516179674,0.005163878516846722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013609693518370042,0.0003190161504350499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003374553432362866,7.909581000443728e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.6427364577534875,-999.999,-8.285630375776634,-4.92412227082896,-8.406563408702535,-80.83017425718103,-999.999,-999.999,-4.0619496166726154,-999.999,-6.085573301901206,-107.48996028038462,-0.49721985143858016,-999.999,-999.999,-27.360764852799615,-23.61540516315437,-17.022576035036085,-999.999,-3.2629185928777655,-13.193572199894156,-1.7763568394002505e-15,-28.221155805954144,-999.999,-999.999,-4.533989765232976,-5.452858533839684,-15.961143161670233,-17.109545425616197,-999.999,-56.642930515963265,-15.964107948615013,-60.58733377750403,-1.1274642800156536,-2.4090716909556886,-999.999,-90.35988993438583,-13.564902181547037,-999.999,-999.999,-54.16674988699816,-999.999,-30.752556060079286,-1.3511325968559702,-51.48896008406673,-10.413228647268788,-2.6140380553613767,-8.846684150020492,-4.145074295937067,-12.1674449557904,-2.030250311641547,-17.680818806004638,-108.2247031743362,-3.885780586188048e-16,-1.8579305210572215,-5.346682203142672,-999.999,-10.187702021181096
18,1,transp,4,0.29633333333333334,203.82277127353643,45,6.406883313313825,4.079998542890374,42.8455946078755,25.0,0.0032528438606015024,0.07135420166314868,10.302958597365022,0.11571771829097015,7.387496759048697e-06,0.03908788584306837,0.004645638680033873,0.007578701634025394,0.0011147574895554507,2.100047030482276e-06,0.00021822287508249612,2.8277609015870406e-06,6.051909050700322e-07,0.0,0.05062185743709069,0.0,0.0,0.0,6.521630342359164e-05,0.0,0.0005548170117098707,0.0054874103020855665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013816607640052896,0.00033164126811599873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033389644662660503,8.013943613984008e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.6427832753813914,-999.999,-8.330301106227463,-4.970911432285195,-8.445000925387877,-80.70463598499722,-999.999,-999.999,-4.030443317439673,-999.999,-6.1301250739100475,-107.47191770568203,-0.497266669066484,-999.999,-999.999,-27.28192619165291,-23.59615663948506,-16.94262506017847,-999.999,-3.2427755095634687,-13.112726665391554,-1.7763568394002505e-15,-28.203066413623645,-999.999,-999.999,-4.476529715498035,-5.452764898583878,-16.005728697927317,-17.0308003997253,-999.999,-56.616047969557364,-15.885316105096212,-60.559535894589565,-1.1274174623877498,-2.4495628986248352,-999.999,-90.34175372442743,-13.547758736978105,-999.999,-999.999,-54.14778678594574,-999.999,-30.643412990966333,-1.3512346731738383,-51.46185125992594,-10.37710039131771,-2.5635437464529254,-8.811108480969054,-4.1451932543790555,-12.212090363055049,-2.0293766029196223,-17.60115325376391,-108.06797250475773,5.551115123125783e-17,-1.8567713897184088,-5.28944843114262,-999.999,-10.15162902391998
19,1,transp,5,0.381,203.82277127353643,45,6.3718839472711215,4.081423086602094,42.479392944560324,25.0,0.0033700079931202843,0.07684646652530001,9.535727178129225,0.11571771829096962,7.981884530129683e-06,0.04223284307287321,0.0049837045552542395,0.008152757697603921,0.0012044493352677522,2.2690139098361885e-06,0.0002349345038532082,3.055278632459218e-06,6.538837282110315e-07,0.0,0.05469482206792557,0.0,0.0,0.0,7.046351699192401e-05,0.0,0.0005994568210666895,0.005856641888510328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014038031041712468,0.0003452445170542724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032910403282515897,8.093082586516271e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.6428597868825656,-999.999,-8.37730820087645,-5.019301524395784,-8.485615320497935,-80.57005913400293,-999.999,-999.999,-3.9967816701084917,-999.999,-6.177017943390048,-107.45168679572231,-0.49734318056765825,-999.999,-999.999,-27.19780494381363,-23.574710417663,-16.857441523479203,-999.999,-3.2203497594788626,-13.026563600429741,4.440892098500626e-16,-28.182758992162746,-999.999,-999.999,-4.415234917776369,-5.452611875581527,-16.052569836962824,-16.94683217488837,-999.999,-56.58687562798608,-15.801271368758105,-60.52934283446153,-1.127340950886575,-2.492295622358595,-999.999,-90.32136979146536,-13.529144547798465,-999.999,-999.999,-54.12665987884745,-999.999,-30.527499597189625,-1.3513747635650657,-51.43242511964288,-10.338555532212482,-2.509249338929717,-8.77319941076436,-4.145307479548041,-12.259136255537395,-2.0285571172822285,-17.516289031788414,-107.89992473539436,-3.885780586188048e-16,-1.8556325893572478,-5.228407432132734,-999.999,-10.113147743704808
20,1,transp,6,0.4656666666666667,203.82277127353643,45,6.334672968595993,4.082407369572608,42.11319128124515,25.0,0.003498487500043121,0.08322274603322412,8.775091496254777,0.11571771829096954,8.673764060367025e-06,0.04589363765284333,0.005375251870682365,0.008819002422039838,0.0013088524793039857,2.465694815468628e-06,0.00025437277548566125,3.3201139275565934e-06,7.105631708911103e-07,0.0,0.05943583625522996,0.0,0.0,0.0,7.657138097457292e-05,0.0,0.00065141847275328,0.006282484041178745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014277641560766472,0.0003599927114138271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003227587675421853,8.137029870850226e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.6429730711464636,-999.999,-8.427017204059851,-5.069578032091945,-8.528770330220944,-80.42500250308011,-999.999,-999.999,-3.9606269219358916,-999.999,-6.22661843520096,-107.4289126008942,-0.49745646483155626,-999.999,-999.999,-27.107571860823864,-23.550719444373254,-16.7662182305556,-999.999,-3.19527602493625,-12.934257546253274,-8.881784197001252e-16,-28.159871513070733,-999.999,-999.999,-4.349510176797971,-5.45238530705373,-16.10201291923333,-16.856825660426402,-999.999,-56.55505375476033,-15.711151570032238,-60.49637412097019,-1.1272276666226775,-2.537636887532204,-999.999,-90.29836902810945,-13.508828252209039,-999.999,-999.999,-54.10302907500608,-999.999,-30.403763638646826,-1.35156197970776,-51.400316538481405,-10.297225848981554,-2.450559444570178,-8.732609046321395,-4.145415990920531,-12.308963315876104,-2.0278137925328754,-17.425425908313194,-107.71875496342497,5.551115123125783e-17,-1.8545290951595144,-5.162969399090055,-999.999,-10.071891992352677
