time (sec),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
40.74,9.404752278535289e-05,7.215920814959294e-05,0.0004440603484302788,7.767525373470172e-07,0.0005242252548750509,0.00012262088013064928,1.87487675317159e-08
41.56,0.00011324599776605286,8.688949249157289e-05,0.0005347090038841678,9.35315609640664e-07,0.0006312384450357503,0.00014765220290852328,2.2576063920990656e-08
42.37,0.0001355981883577665,0.00010403950692829631,0.0006402484295742229,1.11992569019541e-06,0.0007558305923132791,0.00017679539777458515,2.7032066724861734e-08
43.19,0.00016149254518545579,0.0001239072953494083,0.0007625127569561138,1.333791050740666e-06,0.000900166938511418,0.00021055693375757043,3.21942152022194e-08
44.00,0.00019134786723943862,0.00014681418683004223,0.0009034794121231193,1.580370614688059e-06,0.0010665818886303189,0.0002494828486399717,3.814599868568444e-08
44.82,0.00022561389523459625,0.00017310525089353387,0.0010652719174460271,1.8633788577737522e-06,0.0012575823182782104,0.00029415952259062323,4.49770748702511e-08
45.63,0.00026477178472128433,0.00020314966051203901,0.001250162125441666,2.186789715552123e-06,0.0014758502108136143,0.0003452142950153601,5.27833641299289e-08
46.45,0.0003093344571084057,0.0002373409614336335,0.0014605718761841638,2.554839482547732e-06,0.0017242446139642078,0.00040331592222731774,6.166711949566135e-08
47.26,0.0003598468279336413,0.00027609724732567843,0.0016990740751192108,2.972028697573286e-06,0.002005802912215683,0.00046917487506983435,7.173697216195346e-08
48.08,0.00041688591279371114,0.00031986124105121274,0.001968393193230637,3.443123018623451e-06,0.002323741417271955,0.0005435434770302672,8.310795260451267e-08
48.89,0.00048106081231253864,0.0003691002831355805,0.0022714051960652003,3.973153098724702e-06,0.0026814552842669725,0.0006272158846412008,9.590148758358885e-08
49.71,0.0005530125783649991,0.00042430622912482713,0.0026111369120867243,4.567413481057273e-06,0.00308251776608973,0.0007210279130605348,1.1024537347511859e-07
50.52,0.0006334139644984936,0.00048599525807882987,0.002990764854162521,5.231460537493397e-06,0.0035306788221170634,0.0008258567106608091,1.2627372651245043e-07
51.34,0.0007229690639199008,0.000554707594876338,0.0034136135106571292,5.971109479370183e-06,0.004029863100803606,0.0009426202870554595,1.4412691063424426e-07
52.15,0.0008224128384558265,0.0006310071493342939,0.0038831531246097447,6.792430472815747e-06,0.004584167317940652,0.0010722768991587618,1.639514437186457e-07
52.97,0.0009325105424325596,0.0007154810753604946,0.004402996980805034,7.701743893280328e-06,0.005197857053969854,0.001215824300500564,1.858998830401173e-07
53.78,0.001054057041783787,0.0008087392534694029,0.004976898221228558,8.705614755117945e-06,0.005875362994542201,0.0013742988554223744,2.101306908140979e-07
54.60,0.0011878760244155295,0.0009114137000000989,0.0056087462094548965,9.81084635301301e-06,0.006621276638579832,0.0015487745155072995,2.3680808069705127e-07
55.41,0.001334819094120804,0.0010241579062890654,0.006302562463984792,1.1024473141350362e-05,0.007440345497470553,0.0017403616518153826,2.6610184608701824e-07
56.23,0.0014957647377640151,0.001147646110875746,0.007062496179473103,1.2353752844830025e-05,0.008337467807756183,0.0019502057338233502,2.9818717102441483e-07
57.04,0.0016716171671637841,0.0012825725075636411,0.007892819353218075,1.3806157759461637e-05,0.009317686777821419,0.0021794858575439145,3.332444244264945e-07
57.86,0.0018633049931393512,0.001429650391835937,0.008797921532290982,1.5389365184287955e-05,0.010386184386738145,0.002429413081192852,3.7145893830477466e-07
58.67,0.002071779680631326,0.0015896112477400864,0.00978230419431769,1.7111246848970436e-05,0.011548274750626093,0.0027012285179941263,4.1302077051480086e-07
59.49,0.002298013737931955,0.0017632037769206802,0.010850574772246675,1.8979856933784832e-05,0.012809397068729876,0.0029962011394018464,4.581244524745995e-07
60.30,0.0025429986045709995,0.0019511928710047224,0.012007440330513817,2.100341824583817e-05,0.014175108157960371,0.0033156252533126356,5.069687221646651e-07
61.12,0.002807742245427608,0.0021543585280364985,0.01325770089689381,2.3190306169816333e-05,0.015651074580964996,0.00366081766472579,5.597562425906275e-07
61.93,0.0030932663357850308,0.002373494713145068,0.014606242451165187,2.5549030123051466e-05,0.017243064369056923,0.004033114403368333,6.166933057561649e-07
62.75,0.003400602737073135,0.002609408163120368,0.016058029568594454,2.808821212939444e-05,0.018956938337649314,0.004433866717519544,6.779895220619679e-07
63.56,0.0037307892135266126,0.0028629171340415777,0.017618097712969853,3.0816559450369966e-05,0.02079864098797301,0.0048644362808715706,7.438574949082627e-07
64.38,0.004084864442585253,0.003134850090583469,0.01929154517072743,3.3742830623541644e-05,0.02277419098509415,0.005326189664072884,8.145124801438018e-07
65.19,0.004463862437136585,0.003426044335127572,0.02108352461464199,3.68757951967932e-05,0.02488967119862312,0.005820492188622212,8.901720298746471e-07
66.01,0.004868807458760058,0.0037373445742102628,0.02299923428189604,4.022418805851475e-05,0.027151218288186393,0.006348702242221197,9.710556199915359e-07
66.82,0.0053007041360525085,0.004069601420254618,0.02504390875389168,4.379666353043105e-05,0.02956501181874484,0.006912160774041606,1.05738426088231e-06
67.64,0.005760525837302926,0.004423669825355019,0.027222809317922134,4.760170994804113e-05,0.03213726288228637,0.007512178978655339,1.1493800904899992e-06
68.45,0.006249202528890315,0.0048004074436555945,0.029541213889416894,5.1647549789663254e-05,0.03487420220076342,0.008150025423729498,1.247265948817732e-06
69.27,0.0067676090239170645,0.0052006729185771535,0.032004406471712474,5.594203565610653e-05,0.037782067683067695,0.00882691353485859,1.3512649329074952e-06
70.08,0.007316573484707657,0.005625324087036311,0.03461766610500156,6.049254961809103e-05,0.04086709137896505,0.009544009305653793,1.4615999302512946e-06
70.90,0.007896816589312522,0.006075216114092689,0.03738625538714341,6.530599254194654e-05,0.044135485927602,0.010302369735016068,1.5784931341258505e-06
71.71,0.008508919330945148,0.006551199538940968,0.04031540844890017,7.038829089142793e-05,0.0475934303619468,0.0111029093806674,1.7021655358924367e-06
72.53,0.009153303728183645,0.007054118229811753,0.04341031836860675,7.574414600979991e-05,0.05124705525146676,0.01194638003083742,1.832836393628977e-06
73.34,0.009830223641771623,0.0075848072437036404,0.04667612400118252,8.137688548849374e-05,0.055102427153420154,0.012833360547975639,1.970722676034877e-06
74.16,0.010539948933513569,0.008144090532682613,0.05011789586293266,8.728839588521362e-05,0.05916553194948224,0.013764440076803594,2.1160384664702326e-06
74.97,0.011282100896505906,0.008732778793218854,0.05374062289658877,9.347982379789578e-05,0.0634422592215181,0.014739553347158206,2.268994404159721e-06
75.78,0.012055830215935034,0.009351667014314474,0.057549197382739226,9.994659093390689e-05,0.06793838443911737,0.015758152705368053,2.4297970471348726e-06
76.60,0.012859940331957316,0.010001531923245497,0.06154839922118677,0.00010668052083108752,0.07265955040331201,0.01681933261992308,2.598648208573874e-06
77.41,0.013692980716052187,0.010683129324016844,0.0657428795520755,0.00011367071195021363,0.07761124791087351,0.017921922805660725,2.7757442652656684e-06
78.23,0.014555203366664719,0.011397190553161376,0.0701371389452409,0.00012090430921397999,0.08279879000625033,0.01906644412567797,2.961275236737814e-06
79.04,0.015439203390438755,0.012144423470340938,0.07473553349626906,0.00012836507765298454,0.08822731917813124,0.020245748127802218,3.1554250426394445e-06
79.86,0.016339777724939143,0.012925505938449124,0.07954223470371766,0.00013599488838322897,0.09390175999341879,0.021454834741747284,3.358369808708874e-06
80.67,0.017252461138573077,0.013741083212906572,0.08456121340310817,0.00014375189528942136,0.0998268001308726,0.02268944545004276,3.570277188447165e-06
81.49,0.018173474024255717,0.014591764721003885,0.08979621994733292,0.00015160022156163465,0.10600686698354364,0.02394599952759991,3.7913055263108433e-06
82.30,0.01948161493020479,0.015477907587332857,0.09524945204440609,0.0001627405156062771,0.11244455500519929,0.025606633739780903,4.021547612203326e-06
83.12,0.02036658241498857,0.016400479091834442,0.10092686223565914,0.00017070510205542685,0.11914689133192001,0.02685495157778479,4.261254769652212e-06
83.93,0.02121363922415399,0.017359761209245154,0.10683018576462003,0.0001781107354643669,0.1261159244656362,0.028078941161813566,4.5105002627485244e-06
84.75,0.021905949596209267,0.01835626674427349,0.11296257837874298,0.000185208306357747,0.13335537985159213,0.029162215159511572,4.769417330984591e-06
85.56,0.022136403302982898,0.01939060623339549,0.11932779725673594,0.00018822169277263936,0.14086969294089813,0.02979412240682145,5.038164607011033e-06
86.38,0.022367394622024257,0.020462814518586527,0.12592605681252964,0.00019019354036125844,0.14865911685500138,0.030440113248498896,5.316751143644867e-06
87.19,0.022598387891167696,0.02157315608875592,0.1327589846836845,0.00019216693596964677,0.1567255730640757,0.03110079699356956,5.605245661721572e-06
88.01,0.02282913491461169,0.02272183146602195,0.13982781486270127,0.00019413977635487749,0.16507051832965275,0.03177600058654839,5.903700261904108e-06
88.82,0.023059389907889204,0.023908973829755483,0.14713336692173629,0.00019610997408362239,0.17369492017883553,0.03246552745784894,6.212149547524859e-06
89.64,0.02328890986466772,0.02513464550750535,0.1546760244181174,0.00019807546043615673,0.1825992314114262,0.03316915654174893,6.530609712840258e-06
90.45,0.0235174549259827,0.02639883454903961,0.16245571381134594,0.00020003418830863835,0.19178336521087663,0.03388664132880513,6.859077652881141e-06
91.27,0.0237447887529376,0.027701451412800653,0.1704718840718819,0.0002019841351295288,0.2012466710719072,0.034617708965052216,7.197530102510669e-06
92.08,0.02397067890379144,0.02904232579590195,0.17872348717326994,0.00020392330580617553,0.21098791177093457,0.03536205941091296,7.545922812778383e-06
92.90,0.02419489721623223,0.030421203640416197,0.18720895966914472,0.00020584973571738954,0.221005241617227,0.03611936467325,7.90418977307881e-06
93.71,0.024417220195484184,0.03183774435006637,0.1959262055650332,0.00020776149376716227,0.2312961862326042,0.03688926812436214,8.272242487978244e-06
94.53,0.024637429409194007,0.03329151825248681,0.20487258070137104,0.00020965668551756704,0.24185762411516587,0.03767138392243628,8.64996931784674e-06
95.34,0.024855311885944205,0.03478200434292423,0.21404487886847032,0.00021153345638412198,0.25268577024763467,0.03846529654410029,9.037234892614995e-06
96.16,0.025070660527504316,0.03630858834552713,0.22343931987589336,0.00021338999498943085,0.26377616201293047,0.039270560453216356,9.433879608049102e-06
96.97,0.02528327451752328,0.03787056112824596,0.23305153979790996,0.0002152245365375266,0.27512364767866754,0.04008669990234526,9.839719213901786e-06
97.79,0.025492959742840573,0.03946711750669644,0.2428765836125067,0.0002170353663551414,0.286722377707306,0.04091320889683682,1.0254544503126476e-05
98.60,0.025699529216125814,0.04109735547103482,0.2529089004441379,0.0002188208235117375,0.29856579914009473,0.041749551323253815,1.0678121110998527e-05
99.42,0.025902803501525847,0.04276027586869248,0.263142341610393,0.00022057930453918818,0.3106466532911082,0.042595161256563596,1.1110189432685108e-05
100.2,0.026102611140881745,0.04445478257245203,0.2735701616570509,0.00022230926723567677,0.3229569769691532,0.04344944345487247,1.1550464666912774e-05
101.0,0.026298789077805314,0.04617968316161455,0.284185022549709,0.0002240092345345296,0.335488107426096,0.04431177404976628,1.1998636992952374e-05
101.9,0.02649118307660281,0.04793369013975716,0.2949790011676365,0.00022567779841447885,0.3482306912034466,0.045181501438179096,1.2454371887021594e-05
102.7,0.02667964813238661,0.04971542270854565,0.30594360022013867,0.0002273136238206084,0.36117469701982124,0.04605794737994068,1.2917310583170537e-05
103.5,0.026864048868593768,0.05152340911309568,0.31706976267882214,0.00022891545256237524,0.3743094328081104,0.046940408302379694,1.3387070682659843e-05
104.3,0.02704425991729755,0.05335608956798225,0.3283478897845391,0.00023048210714619915,0.3876235669734565,0.047828156811755076,1.3863246914213936e-05
105.1,0.0272201662777615,0.05521181976861639,0.3397678626558932,0.00023201249449883262,0.4011051539026144,0.04872044340812497,1.4345412046363893e-05
105.9,0.027391663648261903,0.057088874985916305,0.3513190674874319,0.0002335056095323873,0.4147416637111028,0.04961649839805419,1.4833117951345661e-05
106.8,0.0275586587261277,0.058985454736100174,0.362990424287064,0.00023496053849961717,0.4285200161685016,0.05051553399686837,1.5325896818428696e-05
107.6,0.027721069470915922,0.060899688010791486,0.3747704190615965,0.00023637646208630062,0.4424266186943481,0.05141674660962272,1.582326251282866e-05
108.4,0.027878825325743224,0.06282963904591975,0.3866471393179494,0.0002377526581871774,0.45644740826828245,0.05231931927745958,1.632471207461169e-05
109.2,0.02803186739200988,0.064773313601154,0.39860831270614977,0.00023908850431265412,0.47056789704914714,0.053222424273654034,1.6829727350248628e-05
110.0,0.02818014855310987,0.06672866571497708,0.4106413485893618,0.00024038347957575296,0.4847732214495318,0.05412522583144724,1.7337776747752117e-05
110.8,0.02832363354318008,0.06869360489409226,0.42273338228675567,0.0002416371662121538,0.4990481943656773,0.055026882983762515,1.7848317104664436e-05
111.6,0.028462298957535326,0.07066600368978652,0.43487132169767007,0.00024284925059101824,0.5133773602185608,0.055926552493159004,1.836079565658612e-05
112.5,0.028596133202121465,0.07264370560827896,0.4470418959810808,0.00024401952368022199,0.5277450524213261,0.056823391848911796,1.8874652092482546e-05
113.3,0.02872513638009913,0.07462453329706646,0.45923170593353363,0.0002451478809366133,0.5421354528517941,0.05771656230696645,1.9389320681701022e-05
114.1,0.028849320114521394,0.07660629694495762,0.47142727568208503,0.00024623432159989533,0.5565326528773816,0.05860523194770528,1.9904232456510117e-05
114.9,0.028968707306968527,0.0785868028299532,0.483615105287084,0.00024727894737731215,0.5709207154541037,0.059488578726014776,2.0418817433052748e-05
115.7,0.02908333183293794,0.0805638619464682,0.49578172383320557,0.0002482819605155181,0.5852837378019803,0.06036579348805797,2.093250685291386e-05
116.5,0.029193238175716164,0.08253529864166116,0.5079137425765382,0.00024924366126534235,0.5996059141466054,0.061236082929430655,2.1444735427055866e-05
117.3,0.02929848100138358,0.08449895918989127,0.5199979077109088,0.0002501644447546487,0.6138715980112246,0.06209867247002387,2.1954943563675845e-05
118.2,0.029399124678473068,0.0864527202345787,0.5320211523182217,0.00025104479729363245,0.6280653635455159,0.06295280902189476,2.246257956161308e-05
119.0,0.029495242746617124,0.08839449702800815,0.5439706470753649,0.00025188529214568983,0.642172065386462,0.0637977636277582,2.296710175125554e-05
119.8,0.0295869173392461,0.09032225140187262,0.5558338493041166,0.00025268658480501785,0.6561768965630952,0.06463283394931219,2.3467980565486888e-05
120.6,0.02967423856603036,0.09223399940455643,0.5675985499701993,0.00025344940782938896,0.6700654439801481,0.06545734658648741,2.3964700524043592e-05
121.4,0.029757303861272576,0.09412781854524684,0.5792529182627983,0.00025417456528265616,0.683823741045385,0.06627065921080194,2.4456762115716277e-05
122.2,0.029836217304846948,0.09600185458986642,0.5907855434160322,0.00025486292684662784,0.6974383170409776,0.0670721624982882,2.4943683564103018e-05
123.0,0.029911088922548238,0.09785432785943018,0.6021854734683908,0.0002555154216657195,0.7108962428800698,0.06786128184989001,2.5425002464079997e-05
123.9,0.029982033972837434,0.0996835389876446,0.6134422506944117,0.0002561330319902845,0.7241851729348313,0.06863747888974986,2.5900277277770154e-05
124.7,0.03004917222697839,0.10148787410126706,0.624545943484079,0.0002567167866857137,0.7372933826709505,0.06940025273439035,2.636908868052973e-05
125.5,0.030112627249425095,0.1032658093937939,0.6354871744888279,0.00025726775467426247,0.7502098018747522,0.07014914102838528,2.6831040749306884e-05
126.3,0.0301725256865121,0.10501591507031138,0.6462571448977587,0.00025778703838132534,0.7629240433119266,0.070883720746099,2.7285761987612938e-05
127.1,0.030228996561292923,0.10673685864875371,0.656847654753218,0.00025827576721320055,0.7754264267106252,0.07160360875169194,2.773290618327173e-05
127.9,0.030282170601136506,0.10842740761000365,0.667251119259276,0.0002587350912160479,0.7877079980140534,0.07230846214122051,2.8172153096981667e-05
128.8,0.030332179576079605,0.11008643139664676,0.6774605810818327,0.00025916617485180336,0.7997605439010844,0.07299797834471385,2.8603208981642708e-05
129.6,0.030379155672880808,0.11171290276685918,0.687469718680314,0.00025957019103062126,0.8115766016220474,0.07367189501579367,2.9025806934129756e-05
130.4,0.03042323090091485,0.11330589851653951,0.6972728507515924,0.00025994831540881395,0.8231494642448993,0.07432998971004012,2.9439707082921003e-05
131.2,0.03046453653467284,0.11486459958877576,0.7068649369036365,0.00026030172099666954,0.8344731814504849,0.07497207936426813,2.9844696616539695e-05
132.0,0.030503202595658748,0.11638829059523195,0.7162415747101739,0.0002606315731082768,0.8455425560554878,0.0755980195890062,3.024058965919895e-05
132.8,0.03053935737580583,0.11787635877890924,0.7253989933276295,0.00026093902467908345,0.8563531364770508,0.07620770378767237,3.062722700130046e-05
133.6,0.030573127003881748,0.11932829245195856,0.7343340438815864,0.00026122521197048524,0.8669012053837358,0.07680106211691169,3.100447569354008e-05
134.5,0.030604635055731307,0.12074367894576388,0.7430441868518075,0.000261491250674555,0.8771837648031987,0.0773780603032902,3.1372228514287195e-05
135.3,0.030634002208611975,0.12212220211336067,0.7515274767023756,0.00026173823242607016,0.8871985179776548,0.07793869833204313,3.1730403320651246e-05
136.1,0.03066134593933991,0.12346363942641173,0.7597825440167799,0.0002619672217234635,0.8969438482738659,0.07848300902386243,3.2078942294203e-05
136.9,0.030686780265466986,0.12476785871044156,0.7678085754068881,0.00026217925325518676,0.9064187954651357,0.07901105651577273,3.2417811092707136e-05
137.7,0.030710415528277024,0.12603481456285673,0.775605291469807,0.0002623753296234192,0.9156230297087912,0.079522934662029,3.274699791943392e-05
138.5,0.03073235821600928,0.12726454449849645,0.7831729230680006,0.00026255641945297653,0.9245568235442156,0.08001876537066697,3.306651252167726e-05
139.3,0.030752710825399994,0.1284571648671012,0.7905121862058114,0.0002627234558698117,0.9332210222339061,0.0804986968908849,3.337638513001037e-05
140.2,0.030771571759374245,0.129612866586222,0.7976242557702191,0.000262877335330618,0.9416170127637279,0.08096290206582755,3.3676665349589254e-05
141.0,0.030789035258515916,0.13073191073175666,0.8045107383954588,0.0002630189167826427,0.949746691808861,0.08141157656463795,3.396742101446392e-05
141.8,0.030805191363800402,0.13181462402657493,0.8111736447004811,0.00026314902113113114,0.957612432959371,0.08184493710682089,3.424873701540963e-05
142.6,0.030820125907975126,0.1328613942656244,0.8176153611355255,0.0002632684309904384,0.9652170534843294,0.08226321969106955,3.452071411125546e-05
143.4,0.03083392053292547,0.13387266571356274,0.8238386216596213,0.0002633778906941491,0.972563780896334,0.08266667783975352,3.478346773307394e-05
144.2,0.030846652730358394,0.1348489345084009,0.8298464794550813,0.0002634781065391347,0.9796562195597056,0.08305558086927409,3.50371267899326e-05
145.1,0.03085839590316245,0.13579074410191835,0.8356422788682849,0.00026356974723854086,0.9864983175658226,0.08343021219546941,3.528183248419963e-05
145.9,0.030869219444869644,0.13669868076478317,0.8412296277486513,0.0002636534445590727,0.9930943340785304,0.08379086768223187,3.5517737143661614e-05
146.7,0.030879188834732917,0.1375733691814298,0.8466123703399662,0.0002637297941186176,0.9994488073316206,0.08413785404047575,3.5745003076962815e-05
147.5,0.030888365746042718,0.13841546815685082,0.8517945608604266,0.00026379935632118014,1.0055665234393565,0.08447148728359338,3.596380145812223e-05
148.3,0.030896808165442435,0.139225666454602,0.8567804378901412,0.00026386265740720806,1.0114524861602257,0.0847920912445685,3.6174311245142625e-05
149.1,0.03090457052113582,0.1400046787825176,0.8615743996676457,0.0002639201905986635,1.0171118877338101,0.08509999615897977,3.637671813699989e-05
149.9,0.030911703818042223,0.14075324193994676,0.866180980380387,0.0002639724173196007,1.0225500808910575,0.08539553731724282,3.657121357259767e-05
150.8,0.030918255778103542,0.14147211113773023,0.8706048275182368,0.00026401976847443843,1.0277725521194947,0.08567905378860724,3.675799377460612e-05
151.6,0.030924270984116393,0.1421620564997161,0.8748506803441812,0.0002640626457676752,1.0327848962472916,0.08595088721864917,3.693725884046769e-05
152.4,0.03092979102561494,0.14282385975232506,0.8789233495222473,0.0002641014230502566,1.0375927923934791,0.08621138070128098,3.710921188226366e-05
153.2,0.030934854645492414,0.1434583111065772,0.8828276979298109,0.00026413644767936287,1.0422019813163594,0.08646087772565056,3.727405821658568e-05
154.0,0.030939497886200245,0.1440662063350497,0.886568622669501,0.0002641680418798336,1.0466182441780716,0.08669972119771184,3.743200460505838e-05
154.8,0.030943754234509728,0.14464834404449073,0.8901510382851433,0.00026419650409688047,1.0508473827305596,0.08692825253571608,3.758325854569387e-05
155.6,0.030947654763962478,0.14520552314323565,0.8935798611764999,0.00026422211033110687,1.05489520091675,0.08714681083841495,3.772802761486424e-05
156.5,0.03095122827426417,0.14573854050117788,0.8968599951989707,0.00026424511544813806,1.0587674878706108,0.08735573212435692,3.786651885930417e-05
157.3,0.030954501426997703,0.14624818879882362,0.899996318426896,0.00026426575445634664,1.062470002290871,0.08755534864030705,3.799893823723959e-05
158.1,0.030957498877147833,0.1467352545609032,0.9029936710526073,0.00026428424374732825,1.0660084581555247,0.08774598823653637,3.8125490107473064e-05
158.9,0.03096024340002684,0.14720051636911696,0.9058568443878429,0.0002643007822947568,1.0693885117377018,0.08792797380647324,3.8246376765008196e-05
159.7,0.03096275601328956,0.14764474324783922,0.9085905709295408,0.0002643155528082127,1.0726157498780702,0.0881016227880262,3.836179802161675e-05
160.5,0.030965056093803147,0.1480686932160037,0.9111995154482886,0.00026432872283939997,1.0756956794645098,0.08826724672372886,3.847195082958155e-05
161.3,0.030967161489218818,0.1484731119979084,0.913688267054751,0.0002643404458389617,1.078633718066312,0.08842515087675476,3.8577028946731514e-05
162.2,0.030969088624154237,0.14885873188531995,0.9160613321971756,0.00026435086216273194,1.08143518566755,0.08857563389977448,3.86772226407878e-05
163.0,0.030970852600952146,0.14922627074300251,0.9183231285415158,0.00026436010002685756,1.0841052974423977,0.08871898755358631,3.8772718430975396e-05
163.8,0.030972467295035354,0.1495764311496386,0.9204779796847553,0.00026436827641178036,1.0866491575140635,0.08885549647244957,3.886369886481306e-05
164.6,0.030973945444915975,0.14990989966604384,0.92253011065157,0.0002643754979154368,1.0890717536384815,0.08898543797305253,3.895034232797677e-05
165.4,0.03097529873695458,0.15022734622257192,0.9244836441244819,0.00026438186155646484,1.0913779527539031,0.08910908190409639,3.9032822885132486e-05
166.2,0.030976537884996155,0.15052942361768926,0.9263425973581403,0.0002643874555284939,1.0935724973381244,0.08922669053353036,3.911131014965321e-05
167.1,0.0309776727050316,0.15081676711981648,0.9281108797290956,0.00026439235990684956,1.095660002515926,0.0893385184705445,3.918596918016757e-05
167.9,0.030978712185055532,0.15108999416471672,0.9297922908735569,0.000264396647309233,1.0976449538606483,0.08944481261951824,3.9256960401933536e-05
168.7,0.030979664550301635,0.15134970414092452,0.9313905193669446,0.00026440038351204057,1.0995317058353655,0.08954581216321697,3.932443955108804e-05
169.5,0.03098053732405504,0.15159647825596062,0.9329091419005884,0.0002644036280241982,1.1013244808209544,0.08964174857264214,3.938855763988482e-05
170.3,0.030981337384240797,0.1518308794763515,0.934351622912614,0.00026440643462039253,1.1030273686803507,0.08973284564104791,3.944946094111221e-05
171.1,0.030982071015996968,0.15205345253477207,0.9357213146319013,0.0002644088518356547,1.1046443268104376,0.08981931953976069,3.950729098994665e-05
