Time (s),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw)
43.40962673305856,1.2369101485393396e-14,2.497574871280791e-13,2.7609792715476297e-10,1.5506616799405139e-06,1.5858184531914454e-06,2.1926975429498588e-07,4.254429652948877e-08,1.7096144988796583e-08,1.503916682365505e-07,2.103606067963107e-10,1.778757877596697e-13,7.294614976458775e-11
47.355956436063884,6.558257352080644e-09,1.324246452443197e-07,0.00014639068672890596,0.8221808491969256,0.8408214244173422,0.11527777763696054,0.02157565755501628,0.009064596866429972,0.0797396047779027,0.00011153591048942127,9.431203990156227e-08,3.8676990690445106e-05
51.30228613906921,6.5582693898625994e-09,1.3242488831178437e-07,0.00014639095543125702,0.8221823583224735,0.8408229677579513,0.11527782072414375,0.02157552865052209,0.009064613504636389,0.07973975114116892,0.00011153611521529425,9.43122130127603e-08,3.867706168265416e-05
55.248615842074535,6.5582693975150474e-09,1.324248884663046e-07,0.00014639095560207228,0.8221823592818281,0.8408229687390516,0.11527778852685844,0.021575496343900956,0.009064613515213319,0.07973975123421226,0.00011153611534543878,9.431221312281582e-08,3.867706172778408e-05
59.194945545079854,6.558269471276395e-09,1.3242488995569615e-07,0.00014639095724854094,0.8221823685289651,0.8408229781958372,0.115277477681034,0.021575184444200732,0.009064613617163642,0.07973975213104975,0.00011153611659989314,9.431221418356296e-08,3.867706216278686e-05
63.14127524808518,6.558269609623268e-09,1.3242489274920067e-07,0.00014639096033665952,0.8221823858729058,0.8408229959329985,0.11527689465811787,0.021574599444633635,0.009064613808381663,0.07973975381315962,0.00011153611895274873,9.43122161730921e-08,3.8677062978679356e-05
67.08760495109051,6.5582698310987666e-09,1.3242489722124286e-07,0.00014639096528033867,0.8221824136383249,0.8408230243279152,0.11527596131349852,0.021573662935650436,0.0090646141144972,0.07973975650600157,0.00011153612271936714,9.431221935806461e-08,3.8677064284819034e-05
71.03393465409583,6.558270145109579e-09,1.3242490356176524e-07,0.00014639097228955663,0.822182453004523,0.8408230645866269,0.11527463800445253,0.021572335140126218,0.009064614548512168,0.07973976032395055,0.00011153612805973119,9.431222387375887e-08,3.8677066136681664e-05
74.98026435710115,6.558270549275911e-09,1.3242491172270782e-07,0.00014639098131118396,0.8221825036731116,0.8408231164039763,0.11527293476145709,0.02157062612254449,0.009064615107136591,0.07973976523806768,0.00011153613493336046,9.431222968594316e-08,3.86770685202304e-05
78.92659406010648,6.558271029864401e-09,1.324249214267733e-07,0.00014639099203865916,0.8221825639223477,0.8408231780192164,0.11527090946224897,0.021568593956865924,0.009064615771388557,0.07973977108137964,0.0001115361431067012,9.431223659712611e-08,3.867707135447321e-05
