time (sec),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
8.964,1.7670369009121487e-08,1.3557824785244516e-08,8.343345987853267e-08,1.4594221684111605e-10,9.849545658500367e-08,2.3038950266435047e-08,3.5226620642434833e-12
9.779,0.04986274171128219,0.038257849345748926,0.23543487167256735,0.000411823831148449,0.27793723543515725,0.06501195452365656,9.940346381863882e-06
10.59,0.049862762412180246,0.038257865228787276,0.2354349694151522,0.00041182400212025897,0.2779373508229224,0.06501198151386627,9.94035050867455e-06
11.41,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
12.22,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
13.04,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
13.85,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
14.67,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
15.48,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
16.30,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
17.11,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
17.93,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
18.74,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
19.56,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
20.37,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
21.19,0.049862762412184784,0.03825786522879085,0.23543496941517295,0.00041182400212029437,0.27793735082294774,0.06501198151387176,9.940350508675506e-06
