Time (s),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw),Zn(mol/kgw),Ni(mol/kgw),Cu(mol/kgw),Cd(mol/kgw),Co(mol/kgw),Pb(mol/kgw)
4.34E1,1.2359055785743092e-14,2.49554643881614e-13,2.7587369123491143e-10,1.5494022932733258e-06,1.58453051357034e-06,2.190870502956487e-07,4.250512202349358e-08,1.7082260169601116e-08,1.5026952601539878e-07,2.101897601526252e-10,1.7773132401339628e-13,7.288690575951275e-11,,,,,,
4.74E1,6.554226829120473e-09,1.3234326073247142e-07,0.0001463007190756479,0.8216755596646067,0.8403046789048143,0.11522071895813377,0.021576185598720203,0.00905902601676132,0.0796905990297805,0.00011146736361423777,9.425407833925418e-08,3.865322088535084e-05,,,,,,
5.13E1,6.554238861868238e-09,1.3234350369828926e-07,0.00014630098766562843,0.8216770681590567,0.8403062216000162,0.11522076201250796,0.021576056733341693,0.009059042648009845,0.0796907453318391,0.00011146756825449673,9.425425137805957e-08,3.865329184787181e-05,,,,,,
5.52E1,6.554238869533516e-09,1.3234350385306716e-07,0.0001463009878367312,0.8216770691200186,0.8403062225827609,0.11522072974172451,0.021576024353039173,0.00905904265860449,0.07969074542503857,0.00011146756838486059,9.425425148830033e-08,3.8653291893076994e-05,,,,,,
5.92E1,6.554238943263927e-09,1.3234350534183189e-07,0.00014630098948250698,0.8216770783632575,0.8403062320355611,0.11522041883664888,0.021575712394531585,0.009059042760511834,0.07969074632149788,0.00011146756963878609,9.42542525485997e-08,3.865329232789718e-05,,,,,,
6.31E1,6.554239081553979e-09,1.3234350813418852e-07,0.0001463009925693258,0.8216770956999198,0.8403062497653341,0.11521983570253093,0.021575127284599104,0.00905904295165014,0.07969074800292032,0.00011146757199067121,9.425425453730804e-08,3.865329314345006e-05,,,,,,
6.71E1,6.554239302936285e-09,1.3234351260435008e-07,0.00014630099751092456,0.8216771234536406,0.8403062781483721,0.11521890217966965,0.021574190598749172,0.009059043257637445,0.07969075069463745,0.00011146757575569865,9.425425772094134e-08,3.865329444904409e-05,,,,,,
7.10E1,6.554239616812665e-09,1.32343518942168e-07,0.0001463010045170659,0.8216771628032501,0.840306318389991,0.11521757861761295,0.021572862552060767,0.009059043691468207,0.07969075451095566,0.000111467581093795,9.425426223463469e-08,3.865329630011929e-05,,,,,,
7.50E1,6.554240020809798e-09,1.3234352709969495e-07,0.00014630101353490258,0.8216772134505549,0.8403063701855974,0.11521587504827324,0.021571153210560072,0.009059044249858251,0.07969075942301714,0.00011146758796454947,9.425426804438562e-08,3.865329868266821e-05,,,,,,
7.89E1,6.554240501196306e-09,1.323435367996795e-07,0.0001463010242578738,0.8216772736744733,0.8403064317750552,0.11521384936001136,0.02156912065877599,0.009059044913832043,0.0796907652638815,0.00011146759613444004,9.425427495266257e-08,3.86533015157264e-05,,,,,,
