,sim,state,soln,dist_x,time,step,pH,pe,reaction,temp(C),Alk(eq/kgw),mu,mass_H2O,charge(eq),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw),Zn(mol/kgw),Ni(mol/kgw),Cu(mol/kgw),Cd(mol/kgw),Co(mol/kgw),Pb(mol/kgw),Anhydrite,d_Anhydrite,Aragonite,d_Aragonite,Arcanite,d_Arcanite,Artinite,d_Artinite,Barite,d_Barite,Bischofite,d_Bischofite,Bloedite,d_Bloedite,Brucite,d_Brucite,Burkeite,d_Burkeite,Calcite,d_Calcite,Carnallite,d_Carnallite,Celestite,d_Celestite,Dolomite,d_Dolomite,Epsomite,d_Epsomite,Gaylussite,d_Gaylussite,Glaserite,d_Glaserite,Glauberite,d_Glauberite,Goergeyite,d_Goergeyite,Gypsum,d_Gypsum,Halite,d_Halite,Hexahydrite,d_Hexahydrite,Huntite,d_Huntite,Kainite,d_Kainite,Kieserite,d_Kieserite,Labile_S,d_Labile_S,Leonhardite,d_Leonhardite,Leonite,d_Leonite,Magnesite,d_Magnesite,MgCl2_2H2O,d_MgCl2_2H2O,MgCl2_4H2O,d_MgCl2_4H2O,Mirabilite,d_Mirabilite,Natron,d_Natron,Nesquehonite,d_Nesquehonite,Pentahydrite,d_Pentahydrite,Pirssonite,d_Pirssonite,Polyhalite,d_Polyhalite,Portlandite,d_Portlandite,Schoenite,d_Schoenite,Sylvite,d_Sylvite,Syngenite,d_Syngenite,Thenardite,d_Thenardite,Teepleite,d_Teepleite,si_Anhydrite,si_Aragonite,si_Arcanite,si_Artinite,si_Barite,si_Bischofite,si_Bloedite,si_Brucite,si_Burkeite,si_Calcite,si_Carnallite,si_Celestite,si_Dolomite,si_Epsomite,si_Gaylussite,si_Glaserite,si_Glauberite,si_Goergeyite,si_Gypsum,si_Halite,si_Hexahydrite,si_Huntite,si_Kainite,si_Kieserite,si_Labile_S,si_Leonhardite,si_Leonite,si_Magnesite,si_MgCl2_2H2O,si_MgCl2_4H2O,si_Mirabilite,si_Natron,si_Nesquehonite,si_Pentahydrite,si_Pirssonite,si_Polyhalite,si_Portlandite,si_Schoenite,si_Sylvite,si_Syngenite,si_Thenardite,si_Teepleite
35,1,transp,12,0.9736666666666667,95.71551523117853,32,7.694405021912055,0.2679,45.576519986711986,24.527546055036026,0.00018311878502597667,4.613786956072632,3.036760571028157,-5.551997942110571e-05,2.5522131998894917e-08,5.153441065810218e-07,0.0005696943912828042,3.1996012101501874,3.27214292295247,0.36420340005316043,0.011165503328847918,0.012727141267072565,0.31031486101128647,9.511284682137572e-05,1.1530059568821724e-07,0.00015051548128252294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6584455732009906e-06,1.277377322320537e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003949813405973145,0.0001915884113355298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08896418859582705,0.004287439870180529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3214625016309869,-2.635098212130126,-4.614454569955296,-4.013690293392202,0.0,-4.98470017979618,-2.109588018632843,-2.434990484784006,-9.472109294326238,-2.449707830013562,-6.621952161014099,8.881784197001252e-16,-2.9560140754668467,-1.4678350829287639,-9.339075543333767,-6.600073350575084,-0.5400801139923397,0.0,-0.08790750599043484,-0.8042734839660042,-1.6918852740424388,-7.308317824866233,-4.697078292415206,-2.6953560910152947,-1.655396054596305,-2.249901862128756,-5.65802280676506,-1.346649290573855,-14.739325620406387,-7.252394106386539,-0.6667625645955249,-7.387283633363377,-4.194198021738201,-1.9126565273332876,-9.34381154772017,-4.904542298714134,-9.803263910945084,-5.430532137174123,-2.7101719474064248,-4.706468215908534,-1.0216656525200511,-5.299837864187633
36,1,transp,12,0.9736666666666667,98.70662508215285,33,7.69444812731922,0.2679,45.576519986711986,24.52003584039024,0.00018311878538792076,4.613777543022124,3.0367605651108542,-5.5519979463951644e-05,2.5522132048626197e-08,5.15344107585196e-07,0.0005696943923928866,3.1996012163847976,3.272142929328425,0.3642009329793753,0.011163467193312173,0.01272626036581109,0.3103148616159535,9.512171135247943e-05,1.1527311476016536e-07,0.00015051548157580955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7861855050751635e-06,1.277399318741729e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004141410218917834,0.00019159681294468947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09325146337865692,0.004287274782829864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32162277343098467,-2.6351967626925,-4.614446861060351,-4.0140332623019,0.0,-4.984761582910344,-2.109596661460389,-2.4352678733142916,-9.472193885769181,-2.449823417478184,-6.62193317525319,0.0,-2.9562248913180795,-1.467756368324448,-9.339146372720947,-6.600115333068118,-0.5402384262755255,0.0,-0.0879749003978656,-0.8042684117122463,-1.6918826111507663,-7.3088264631069535,-4.697096922813217,-2.6954618288296897,-1.655520695275242,-2.2498787788132404,-5.658090919621485,-1.346644145296338,-14.739922218026223,-7.252513827496153,-0.6664645042156265,-7.387301735266171,-4.1941646551618454,-1.9126331402923695,-9.343883288283559,-4.904734610708601,-9.803714798054905,-5.430599642579742,-2.710131831866164,-4.706765445535036,-1.0217330293387592,-5.299823593510958
37,1,transp,12,0.9736666666666667,101.69773493312718,34,7.694480447441287,0.2679,45.576519986711986,24.51440317883189,0.00018311878584235253,4.613770488757932,3.0367605576559518,-5.551997945442769e-05,2.5522132111280337e-08,5.15344108850303e-07,0.0005696943937914267,3.1996012242394536,3.2721429373611635,0.36419908459568767,0.011161936365127039,0.012725610295431448,0.310314862377742,9.512836083683336e-05,1.1525250799042625e-07,0.00015051548194530812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.913928542295127e-06,1.2774303721996367e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004333012812213515,0.00019160259329568073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09753863627551651,0.004287172896859592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32174313410399513,-2.6352708427345117,-4.614440353729507,-4.014290534481038,0.0,-4.98480763877315,-2.1096031534692172,-2.4354759556061794,-9.47225736280758,-2.4499102740516054,-6.621918572931976,0.0,-2.9563831812427495,-1.4676973318472948,-9.33919968646185,-6.600145746883386,-0.5403573144362355,0.0,-0.08802560001341497,-0.804264608343225,-1.6918806170167888,-7.309208155957467,-4.697110541131302,-2.695541125596443,-1.6556143485304267,-2.2498614693647006,-5.658141292097841,-1.346640303198546,-14.740369690272164,-7.2526036215401275,-0.6662409401369116,-7.387315331424799,-4.194139646176106,-1.9126156030473258,-9.343937285413974,-4.90487845064488,-9.80405316326609,-5.430649559463091,-2.7101013801713485,-4.706987816396679,-1.0217835687062815,-5.299812903336297
38,1,transp,12,0.9736666666666667,104.68884478410152,35,7.694504331244588,0.2679,45.576519986711986,24.510239906778832,0.00018311878626629257,4.6137652777427425,3.0367605505059116,-5.551997944332372e-05,2.5522132171371684e-08,5.153441100636882e-07,0.0005696943951327655,3.1996012317729012,3.272142945065411,0.36419771944456236,0.011160802858600062,0.01272513557377293,0.31031486310837686,9.513327627590282e-05,1.1523727906395084e-07,0.00015051548229969548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.041674887654234e-06,1.2774634535910676e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524619315476213,0.00019160650326269842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10182574926948394,0.004287112993967432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3218321816893619,-2.63532568859139,-4.614435149441627,-4.014480717413552,0.0,-4.984841682008097,-2.109607957401517,-2.435629778216807,-9.472304299145717,-2.4499745628009357,-6.621907582548809,8.881784197001252e-16,-2.956500275247759,-1.4676536959174071,-9.339239196897559,-6.600167643394655,-0.5404452720825148,0.0,-0.08806315732777836,-0.8042617976128856,-1.6918791447816524,-7.309490393867975,-4.697120414195936,-2.6955997326407446,-1.6556836646680653,-2.249848677117282,-5.65817813686215,-1.346637472720718,-14.740700443882771,-7.252669992824734,-0.6660756867788435,-7.387325391669605,-4.194121170101056,-1.9126026424265181,-9.343977300969849,-4.904984553205921,-9.804303368465037,-5.430686067480624,-2.7100786739091522,-4.707151877927614,-1.021820927636802,-5.299805009023142
39,1,transp,12,0.9736666666666667,107.67995463507584,36,7.694521743891261,0.2679,45.576519986711986,24.507204187203087,0.00018311878663283392,4.613761479673019,3.0367605444038097,-5.551997945595023e-05,2.552213222265645e-08,5.153441110992232e-07,0.0005696943962775125,3.1996012382022183,3.2721429516404905,0.3641967245883689,0.01115997524630766,0.012724792546344352,0.310314863731927,9.51368607715365e-05,1.1522617579663776e-07,0.00015051548260214343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.169424341772613e-06,1.2774945411837888e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004716228420507157,0.00019160910503094371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1061128292527325,0.004287079983248551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3218971584355881,-2.6353657296054376,-4.6144311408523,-4.01461940588155,0.0,-4.984866506243385,-2.1096114631924503,-2.4357419525980966,-9.472338533435389,-2.450021488919603,-6.621899461778467,8.881784197001252e-16,-2.956585708753831,-1.4676218778965553,-9.339268063081448,-6.60018329346668,-0.5405094532349324,7.105427357601002e-15,-0.08809058819247184,-0.8042597483648082,-1.6918780721743232,-7.309696255464679,-4.6971275088743685,-2.6956424650016175,-1.655734258605011,-2.2498393503348986,-5.658204793027884,-1.3466354137998469,-14.740941625501772,-7.2527183895048015,-0.6659551839837978,-7.387332733082023,-4.194107702661459,-1.9125931928710724,-9.344006535472927,-4.905061803590655,-9.804485868668923,-5.430712478100232,-2.7100620097074097,-4.707271343710777,-1.0218481705218085,-5.299799256534902
40,1,transp,12,0.9736666666666667,110.67106448605017,37,7.694534279640291,0.2679,45.576519986711986,24.505018468820353,0.00018311878692629636,4.613758745940347,3.0367605395311323,-5.551997944419325e-05,2.5522132263608238e-08,5.153441119261279e-07,0.0005696943971916309,3.1996012433361876,3.272142956890861,0.36419600859717,0.011159378773645161,0.012724547251040837,0.3103148642298464,9.513944177339984e-05,1.1521818204738611e-07,0.00015051548284365576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2971765080144494e-06,1.2775216624183657e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004907839229302121,0.0001916108087949642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11039989276387371,0.00428706351114122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32194396655978785,-2.635394585590742,-4.614428139367184,-4.014719268554754,0.0,-4.984884380237953,-2.109613988859342,-2.4358227244286734,-9.4723631872423,-2.450055302004005,-6.621893557152105,-8.881784197001252e-16,-2.9566472490071973,-1.4675989688274234,-9.339288876967647,-6.600194390941231,-0.5405556880733746,2.1671553440683056e-13,-0.08811036281580176,-0.8042582730309589,-1.6918773003531957,-7.309844509497751,-4.69713256067306,-2.6956732312735356,-1.6557707135319006,-2.2498326355068072,-5.6582238722363885,-1.3466339339640498,-14.741115279986422,-7.252753235611636,-0.6658684190556765,-7.387338021933524,-4.194098008551874,-1.9125863896464372,-9.344027614548756,-4.905117361052273,-9.804617300306543,-5.430731380515648,-2.7100499534956315,-4.7073572713399905,-1.0218677864273324,-5.299795116703895
41,1,transp,12,0.9736666666666667,113.6621743370245,38,7.694543198630926,0.2679,45.576519986711986,24.503463245904754,0.00018311878715034506,4.613756801254768,3.036760535806717,-5.551997942328203e-05,2.5522132294909867e-08,5.153441125581655e-07,0.0005696943978903294,3.1996012472603197,3.27214296090396,0.3641954993055926,0.011158954042384345,0.012724373618542595,0.31031486461043045,9.514127833719386e-05,1.1521249449341513e-07,0.0001505154830282541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.424930923043305e-06,1.2775441502885565e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005099451136292338,0.00019161190699021682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11468694948655093,0.004287056722677221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32197728564798567,-2.6354151318559733,-4.614425941770364,-4.014790328214507,0.0,-4.984897098550768,-2.1096157867065153,-2.435880199868631,-9.47238073194807,-2.4500793753462506,-6.621889324815058,0.0,-2.9566910522326424,-1.4675826680845088,-9.339303702889634,-6.600202195538401,-0.540588598999248,0.0,-0.08812444629064409,-0.8042572233361078,-1.6918767513945219,-7.309950015732234,-4.697136124906217,-2.695695122123464,-1.655796667131292,-2.249827857868603,-5.658237386947051,-1.3466328823148768,-14.741238843731058,-7.252778030210384,-0.6658066809731089,-7.387341786697552,-4.194091112060406,-1.9125815491111335,-9.344042629162042,-4.905156858402805,-9.804710835646073,-5.4307447694321125,-2.710041343908563,-4.707418364914069,-1.0218817444096597,-5.299792172040791
42,1,transp,12,0.9736666666666667,116.65328418799884,39,7.694549474617984,0.2679,45.576519986711986,24.502368829613467,0.00018311878731132393,4.613755433025127,3.0367605330471394,-5.5519979398913934e-05,2.5522132318102612e-08,5.153441130264703e-07,0.0005696943984080207,3.199601250167873,3.2721429638774384,0.3641951410032518,0.011158654985908933,0.012724251920051898,0.3103148648924213,9.514257077272173e-05,1.1520849229201863e-07,0.00015051548316503217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5526871332768274e-06,1.2775621023352237e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291063740020282,0.00019161260372794423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11897400473132638,0.004287055244775448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32200073954816855,-2.63542959789436,-4.614424361945838,-4.014840334933761,0.0,-4.9849060486134675,-2.109617052205866,-2.4359206471409145,-9.47239307948855,-2.450096323357215,-6.621886329820762,0.0,-2.9567218847078003,-1.4675711971530343,-9.339314144464062,-6.600207638205816,-0.5406117655397207,3.552713678800501e-15,-0.0881343638999521,-0.8042564846913958,-1.6918763651921764,-7.310024270259728,-4.697138616703363,-2.695710526519069,-1.655814938490808,-2.2498244959272484,-5.658246864443252,-1.3466321429238155,-14.741325796945551,-7.2527954783876725,-0.6657632348985691,-7.387344436752898,-4.194086259597787,-1.912578142909407,-9.344053203517587,-4.905184634417445,-9.804776665643251,-5.430754158407567,-2.7100352685473625,-4.707461331143407,-1.0218915669377138,-5.299790100361239
43,1,transp,12,0.9736666666666667,119.64439403897316,40,7.694553845272182,0.2679,45.576519986711986,24.501606646716645,0.0001831187874365047,4.613754480285839,3.0367605310510264,-5.5519979459014946e-05,2.5522132334878606e-08,5.15344113365214e-07,0.0005696943987822502,3.1996012522710204,3.272142966028271,0.3641948915183038,0.011158446622452653,0.012724167426790542,0.3103148650963954,9.514347087945565e-05,1.1520570511780817e-07,0.00015051548326396665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6804447343223323e-06,1.2775760104550484e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005482676778718732,0.00019161303869845003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12326106113239352,0.004287056401067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3220170773153672,-2.635439676436107,-4.614423243835164,-4.014875161791334,0.0,-4.984912281760787,-2.1096179336925647,-2.43594881647026,-9.472401679238827,-2.4501081303938967,-6.621884235086009,0.0,-2.956743361479475,-1.4675632084442634,-9.339321420690926,-6.600211402108288,-0.5406279031087866,0.0,-0.08814127454949716,-0.8042559702915414,-1.6918760962741168,-7.31007598801585,-4.697140343275518,-2.6957212544394533,-1.6558276672582997,-2.2498221546182258,-5.658253447210952,-1.3466316282784687,-14.741386354114281,-7.252807629858575,-0.6657329774349838,-7.387346282674627,-4.194082880475589,-1.9125757707766737,-9.34406057221558,-4.905203968479512,-9.804822516087054,-5.430760679527846,-2.7100310285181717,-4.707491240315168,-1.0218984077394093,-5.299788657790805
44,1,transp,12,0.9736666666666667,122.63550388994749,41,7.694556859431595,0.2679,45.576519986711986,24.501081003250043,0.00018311878751941908,4.613753823296121,3.0367605296346913,-5.55199794406233e-05,2.5522132346782096e-08,5.153441136055731e-07,0.0005696943990481927,3.199601253763312,3.2721429675543843,0.36419471948477816,0.01115830287430167,0.01272410929506688,0.3103148652411274,9.51440916504266e-05,1.152037829632429e-07,0.00015051548333416782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8082033866690824e-06,1.277586523467501e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005674290084470201,0.00019161330575146861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275481197658134,0.004287058633419882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3220283467603213,-2.6354466292860117,-4.614422463170758,-4.014899180750705,0.0,-4.984916580515727,-2.109618541681377,-2.435968243980705,-9.472407610388244,-2.450116275298983,-6.621882785667495,8.881784197001252e-16,-2.956758175285067,-1.4675576989746526,-9.339326441142141,-6.600213983708412,-0.5406390344469267,3.552713678800501e-15,-0.0881460425061622,-0.8042556155389422,-1.6918759108311154,-7.310111658019423,-4.697141529308569,-2.6957286529341777,-1.6558364478583059,-2.2498205399391087,-5.6582579776108775,-1.3466312735111492,-14.74142811790357,-7.252816010212986,-0.6657121100344869,-7.387347555914459,-4.194080550199473,-1.912574134840184,-9.344065656438916,-4.905217296951967,-9.804854139521021,-5.4307651674130275,-2.7100280995676433,-4.707511859957974,-1.0219031255833888,-5.2997876630314105
45,1,transp,12,0.9736666666666667,125.62661374092183,42,7.694558919102027,0.2679,45.576519986711986,24.50072181348333,0.0001831187875845418,4.613753374391304,3.0367605286456936,-5.5519979415473496e-05,2.552213235509386e-08,5.153441137734099e-07,0.0005696943992337237,3.1996012548053354,3.2721429686200385,0.3641946019418669,0.011158204620113856,0.012724069646116623,0.31031486534218977,9.514451584707906e-05,1.1520246950682008e-07,0.00015051548338318633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93596281729199e-06,1.277594306229079e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005865903551306126,0.00019161346683592515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13183518085891818,0.0042870610931047826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3220360486183065,-2.6354513814980436,-4.61442192462113,-4.014915593816321,0.0,-4.984919518013752,-2.1096189571669233,-2.435981519559691,-9.472411663442239,-2.450121842077305,-6.621881792685895,0.0,-2.956768299173298,-1.467553934160998,-9.339329872963333,-6.600215740220531,-0.5406466419108149,0.0,-0.08814930166730406,-0.8042553731270907,-1.6918757841179604,-7.31013603375111,-4.697142337248377,-2.695733708536715,-1.6558424490567685,-2.249819436580599,-5.658261068339651,-1.3466310311344785,-14.741456656599823,-7.252821736802588,-0.6656978505548574,-7.387348426024105,-4.194078957888415,-1.9125730169560502,-9.344069131836976,-4.905226401855181,-9.804875750069423,-5.430768229090552,-2.710026095563742,-4.707525946098556,-1.0219063494643117,-5.299786983308278
46,1,transp,12,0.9736666666666667,128.61772359189615,43,7.694560314321372,0.2679,45.576519986711986,24.50047849133731,0.00018311878761967352,4.613753070314786,3.036760527964436,-5.551997946438272e-05,2.5522132360819288e-08,5.153441138890169e-07,0.0005696943993615344,3.199601255523126,3.2721429693541033,0.3641945223231092,0.011158138046818578,0.012724042826731554,0.31031486541180314,9.514480320728489e-05,1.1520157975320436e-07,0.00015051548341695297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063722813774777e-06,1.2775999648278677e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060575171134565065,0.00019161356215038026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361222442218025,0.0042870633628843136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32204126657240106,-2.6354546013513875,-4.614421557085575,-4.014926712506977,0.0,-4.984921507938958,-2.109619238634148,-2.4359905128252137,-9.472414409135782,-2.4501256137314407,-6.621881118666674,0.0,-2.9567751579474226,-1.4675513837976393,-9.339332198428547,-6.600216926076552,-0.5406517959091826,0.0,-0.08815151004637656,-0.8042552089134982,-1.691875698281627,-7.31015254711555,-4.697142883220547,-2.6957371332820528,-1.6558465149715689,-2.249818689145346,-5.658263159370027,-1.3466308669982654,-14.741475989315346,-7.252825616111797,-0.6656881908645007,-7.387349015514935,-4.19407787927905,-1.9125722596810217,-9.344071486821521,-4.905232568143905,-9.80489039018062,-5.430770300441378,-2.710024736654437,-4.707535486213334,-1.0219085333917606,-5.299786522892219
