,sim,state,soln,dist_x,time,step,pH,pe,reaction,temp(C),Alk(eq/kgw),mu,mass_H2O,charge(eq),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw),Zn(mol/kgw),Ni(mol/kgw),Cu(mol/kgw),Cd(mol/kgw),Co(mol/kgw),Pb(mol/kgw),Calcite,d_Calcite,Aragonite,d_Aragonite,Dolomite,d_Dolomite,Siderite,d_Siderite,Rhodochrosite,d_Rhodochrosite,Strontianite,d_Strontianite,Witherite,d_Witherite,Gypsum,d_Gypsum,Anhydrite,d_Anhydrite,Celestite,d_Celestite,Barite,d_Barite,Pyrochroite,d_Pyrochroite,Halite,d_Halite,Sylvite,d_Sylvite,Melanterite,d_Melanterite,Smithsonite,d_Smithsonite,Otavite,d_Otavite,CdSO4,d_CdSO4,Cerussite,d_Cerussite,Anglesite,d_Anglesite,si_Calcite,si_Aragonite,si_Dolomite,si_Siderite,si_Rhodochrosite,si_Strontianite,si_Witherite,si_Gypsum,si_Anhydrite,si_Celestite,si_Barite,si_Pyrochroite,si_Halite,si_Sylvite,si_Melanterite,si_Smithsonite,si_Otavite,si_CdSO4,si_Cerussite,si_Anglesite
10,1,transp,8,0.635,0.0,0,7.0,3.0,6.331869423629281,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
11,1,transp,9,0.7196666666666667,0.0,0,7.0,3.0,6.2758351809422965,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
12,1,transp,10,0.8043333333333333,0.0,0,7.0,3.0,6.219800938255311,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
13,1,transp,11,0.889,0.0,0,7.0,3.0,6.163766695568326,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
14,1,transp,12,0.9736666666666667,0.0,0,7.0,3.0,6.107732452881342,25.0,1.216307845413612e-09,1.006453825986477e-07,13.171724160465171,-1.602087143399781e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
15,1,transp,1,0.042333333333333334,200.40436001528005,67,8.21981007659991,0.2685536900985805,6.724109122438175,24.5,4.2481241846729894e-05,0.9831519707992533,13.09019891110245,-0.0006079679314576134,5.920811803938465e-09,1.1955331433390098e-07,0.0001321618929280961,0.7422670102082487,0.7590957700256419,0.1035022464101576,0.01890772856012751,0.008182767277697723,0.07196839532756265,0.00010069491023864187,8.513895546029258e-08,3.4927752028521046e-05,3.414864575094413e-09,0.0,1.8400818529752577e-09,3.499194542930396e-09,0.0,1.8469978331044241e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475386548318498,0.02204817257773861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.489315273405282,-1.6328195387267854,-2.244560627530305,-4.412690130101497,-5.594361534902783,-2.992706206628231,-6.962407021683559,0.0,-0.2856746202300702,-0.19950885539753482,-0.2683433409278493,-7.972798082631087,-2.187639512851767,-3.5704882779113367,-7.762716905293967,-7.128312907400437,-6.08356014295507,-12.693665478144267,-4.850263424490199,-4.785579791527193
16,1,transp,2,0.127,200.40436001528005,67,8.219807802144052,0.2704368251506219,6.66807487975119,24.500000000000007,4.2876124456005296e-05,0.9915280317783591,12.96964017475206,-0.0006079679314306887,5.975848457202064e-09,1.2066461706153323e-07,0.00013339039815957516,0.7491667215016659,0.7661519123372352,0.10427133447783767,0.018890471899910482,0.008258829841466381,0.07263737447277775,0.00010163091547639092,8.59303609847475e-08,3.525242145584371e-05,3.4466073029137184e-09,0.0,1.8571862552553073e-09,3.531721156364262e-09,0.0,1.864166522582415e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16297131541050253,0.002496793561148153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4869048325755312,-1.6304090978970347,-2.234994571414095,-4.407052959033164,-5.589775171189478,-2.986108471638712,-6.955846455171333,0.0,-0.2854481112009788,-0.19509505220867407,-0.2639667062162836,-7.971052377366155,-2.1796587506310883,-3.5631183183576507,-7.760056447628113,-7.124240877885088,-6.082653390071803,-12.69494265706166,-4.847741564560367,-4.785241863398023
17,1,transp,3,0.21166666666666667,200.40436001528005,67,8.219798884307536,0.27235298770114685,6.612040637064205,24.500000000000014,4.3275014791490944e-05,0.9999859728690803,12.850091653247487,-0.0006079679314339138,6.031443690844889e-09,1.2178719867082284e-07,0.0001346313717894288,0.7561364596430518,0.7732796691532478,0.10504811742160915,0.018872929311895086,0.008335664382693612,0.07331314325003767,0.00010257642045894011,8.672979867634438e-08,3.5580386032145995e-05,3.4786721953976653e-09,0.0,1.874464254273957e-09,3.5645778903084693e-09,0.0,1.8815094612653962e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15922514242420596,0.002477225187601212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4845014579664522,-1.6280057232879557,-2.225430225174371,-4.401424457931645,-5.585207529308176,-2.979510309359565,-6.949284267507306,0.0,-0.2852192637920883,-0.1906714171297148,-0.2595790457524423,-7.969327972851252,-2.1716639614270337,-3.555739696403098,-7.757403439657901,-7.120202871277003,-6.081773789595106,-12.696237583785152,-4.845255060556335,-4.784929886594177
18,1,transp,4,0.29633333333333334,200.40436001528005,67,8.219783277534692,0.27430771451921193,6.556006394377221,24.50000000000002,4.3677930740418285e-05,1.0085261085198647,12.731553350781695,-0.0006079679314004426,6.087600003969605e-09,1.2292110962377266e-07,0.00013588486960158553,0.763176537934291,0.7804793608787755,0.10583263074182635,0.018855100590122794,0.008413274355226022,0.07399573203632716,0.00010353146768838706,8.75373044712026e-08,3.591166050000737e-05,3.511060693919127e-09,0.0,1.8919166267074616e-09,3.597766221730647e-09,0.0,1.899027428748825e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555146855732677,0.0024576100842899073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.482105341806978,-1.6256096071284816,-2.2158682057893913,-4.395805251406999,-5.580659128103084,-2.972912159970969,-6.942720867518,0.0,-0.28498806628371476,-0.18623818639222112,-0.2551805644142391,-7.967625175576432,-2.163655556678019,-3.548352836933325,-7.754758343063656,-7.116199906903093,-6.080921564927907,-12.69755027776905,-4.842804328917884,-4.7846440736068265
19,1,transp,5,0.381,200.40436001528005,67,8.219760944212293,0.27627480212897526,6.499972151690235,24.50000000000003,4.408488919170763e-05,1.017148726367655,12.614025269033217,-0.0006079679314468044,6.144319721558498e-09,1.240663968665314e-07,0.00013715094349332915,0.7702872478485197,0.7877512855952692,0.10662490756650143,0.018836985644054,0.0084916629722697,0.0746851690921696,0.00010449609670557254,8.835291180165397e-08,3.6246258574844755e-05,3.543774139425799e-09,0.0,1.9095440951183933e-09,3.63128752469307e-09,0.0,1.9167211503109433e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15184030787820071,0.0024379484326785272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4797166735201408,-1.6232209388416443,-2.2063091356262348,-4.390195043556151,-5.576130486934572,-2.966314470177217,-6.936156670444131,0.0,-0.2847545076442106,-0.18179560624580215,-0.25077147698770297,-7.96594427863727,-2.155633964357116,-3.5409581794716622,-7.752120700098413,-7.112233016116209,-6.0800969288800975,-12.698880751368574,-4.840389772942897,-4.784384627279173
20,1,transp,6,0.4656666666666667,200.40436001528005,67,8.219731832312446,0.2782940855937398,6.4439379090032505,24.500000000000057,4.449590517753545e-05,1.0258540855681002,12.49750740967348,-0.0006079679313436507,6.201604983147831e-09,1.252231036007246e-07,0.00013842964122249722,0.777468857610316,0.7950957176085192,0.10742497849404924,0.01881858450315886,0.008570833190738033,0.07538148042396367,0.00010547034389746953,8.917665143339617e-08,3.6584192878102007e-05,3.5768137659085598e-09,0.0,1.9273473244362722e-09,3.6651430636600132e-09,0.0,1.9345912933806245e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14820222360724125,0.0024182404309843752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.477335659863444,-1.6208399251849759,-2.1967536831358103,-4.384595485039517,-5.571622145726797,-2.9597177136629718,-6.929592118421475,0.0,-0.28451857757692167,-0.17734393332100673,-0.24635200855446904,-7.964285606411133,-2.147599629598435,-3.5335561786948313,-7.749491980406759,-7.108303257647378,-6.0793001031227885,-12.700229009200687,-4.8380118004552894,-4.7841517383809915
21,1,transp,7,0.5503333333333333,200.40436001528005,67,8.219695915006353,0.2802996222156097,6.387903666316266,24.500000000000398,4.491099318311696e-05,1.034642415250506,12.381999774366703,-0.0006079679313881739,6.25945773228079e-09,1.2639126907045938e-07,0.00013972100617204891,0.7847216108734131,0.8025129060964111,0.10823287144694706,0.018799897321225712,0.008650787696674982,0.07608468965578112,0.00010645424231780447,9.000855131381485e-08,3.692547487502986e-05,3.6101806943176396e-09,0.0,1.945326918679318e-09,3.699333987263544e-09,0.0,1.952638464245972e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14460060853025022,0.0023984862944093355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4749624896155407,-1.618466754937046,-2.187202492558029,-4.379005135487542,-5.567134629558293,-2.953122356011489,-6.923027645425959,0.0,-0.2842802665639734,-0.17288343490447655,-0.24192239479390665,-7.962649435302227,-2.1395530151667694,-3.526147304801512,-7.746870578635062,-7.104411689830666,-6.078531283095488,-12.701595048408326,-4.835670791317455,-4.783945588478105
22,1,transp,8,0.635,200.40436001528005,67,8.21965313658722,0.28235406615328623,6.331869423629281,24.500000000003347,4.5330165152218874e-05,1.043513912917749,12.267502364768518,-0.0006079679313544368,6.317879705598881e-09,1.2757092834209387e-07,0.0001410250771065774,0.7920457253532095,0.8100030737104019,0.10904861152020738,0.018780924380739607,0.008731528890179684,0.07679481789677405,0.0001074478215015452,9.084863641514183e-08,3.727011481033706e-05,3.6438759262719676e-09,0.0,1.9634834175645944e-09,3.7338613218575505e-09,0.0,1.9708632046528642e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1410356254293344,0.0023786862552325205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4725973820084306,-1.6161016473299306,-2.1776562811084474,-4.373426335705631,-5.562668496910321,-2.9465289033712416,-6.916463725968823,0.0,-0.2840395659117121,-0.16841438921903862,-0.23748288229154113,-7.96103610178368,-2.1314946019348646,-3.5187320438850507,-7.744258638090796,-7.100559407786996,-6.077790685322933,-12.70297885759049,-4.833367140721219,-4.783766344836674
23,1,transp,9,0.7196666666666667,200.40436001528005,67,8.2196034652578,0.28442127813503815,6.2758351809422965,24.500000000025445,4.575343228613719e-05,1.052468742798581,12.154015182526074,-0.0006079679314136353,6.3768724215671765e-09,1.287621120765369e-07,0.00014234188792061663,0.7994413914131565,0.817566415129893,0.10987222082476264,0.018761666097326518,0.008813058869822922,0.07751188360411784,0.00010845110727313422,9.169692857229923e-08,3.761812164167271e-05,3.6779003375552397e-09,0.0,1.9818172930034864e-09,3.768725964853104e-09,0.0,1.989265988286196e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375074316374118,0.0023588405635884546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4702405396556113,-1.6137448049771237,-2.168115745179609,-4.367858540377698,-5.558224292489145,-2.9399378556203715,-6.909900828290475,0.0,-0.28379646779757106,-0.16393708570682808,-0.23303372885214202,-7.959445896794238,-2.123424889369057,-3.5113108983116303,-7.741655430400697,-7.096747506395577,-6.077078500731144,-12.704380417236678,-4.83110121600347,-4.783614164357558
