Concentration Factor (CF),Gypsum
1.00000,0.0
1.08578,0.009480222221154841
1.10959,0.01702686238059232
1.11571,0.01891834820926533
1.11725,0.019391525784082243
1.11763,0.019509839400208305
1.11773,0.019539419006737672
1.11775,0.0195468139835553
1.11776,0.01954927894500098
